"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Muy buena",0.086,0.091,0.081,0.11,0.076,0.075,0.095,0.101,0.081,0.075,0.094,0.075,0.072,0.077,0.097,0.1,0.099,0.101,0.09,0.076
"Buena",0.113,0.104,0.122,0.093,0.106,0.123,0.142,0.113,0.114,0.113,0.117,0.098,0.132,0.147,0.087,0.115,0.111,0.066,0.112,0.119
"Ni buena ni mala",0.176,0.152,0.2,0.195,0.208,0.136,0.131,0.231,0.164,0.133,0.16,0.178,0.168,0.191,0.195,0.171,0.157,0.178,0.169,0.245
"Mala",0.186,0.19,0.182,0.191,0.188,0.181,0.182,0.185,0.216,0.146,0.17,0.173,0.179,0.175,0.125,0.178,0.184,0.257,0.26,0.121
"Muy mala",0.407,0.442,0.374,0.364,0.388,0.463,0.429,0.319,0.396,0.519,0.442,0.452,0.418,0.384,0.452,0.403,0.42,0.359,0.302,0.407
"No sabe",0.032,0.021,0.041,0.047,0.034,0.022,0.021,0.051,0.029,0.014,0.017,0.024,0.031,0.026,0.044,0.033,0.029,0.039,0.067,0.032
