"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Si",0.138,0.151,0.125,0.126,0.179,0.132,0.064,0.138,0.137,0.138,0.123,0.152,0.119,0.145,0.066,0.159,0.136,0.106,0.133,0.191
"No",0.862,0.849,0.875,0.874,0.821,0.868,0.936,0.862,0.863,0.862,0.877,0.848,0.881,0.855,0.934,0.841,0.864,0.894,0.867,0.809
