"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Banco Publico o cooperativo",0.541,0.498,0.585,0.555,0.526,0.548,0.552,0.569,0.533,0.526,0.483,0.554,0.485,0.507,0.553,0.539,0.673,0.565,0.517,0.482
"Banco privado",0.374,0.428,0.32,0.31,0.384,0.394,0.398,0.286,0.392,0.434,0.466,0.386,0.449,0.423,0.379,0.347,0.267,0.269,0.333,0.376
"No sabe",0.085,0.074,0.095,0.135,0.09,0.058,0.05,0.145,0.075,0.04,0.051,0.06,0.066,0.07,0.068,0.114,0.06,0.166,0.15,0.142
