"var","categoria","Si","No"
"P07_imputadas","Julieta Corroza por Comunidad",0.417,0.233
"P07_imputadas","Sergio Soto por el MPN",0.22,0.197
"P07_imputadas","Luis Bertolini por Desarrollo Ciudadano",0.201,0.302
"P07_imputadas","Andrés Peressini por Iguales",0.089,0.169
"P07_imputadas","Karina Ortiz por el PJ",0.073,0.099
"P11_imputadas","Julieta Corroza por Comunidad",0.461,0.373
"P11_imputadas","Sergio Soto por el MPN",0.117,0.158
"P11_imputadas","Luis Bertolini por Desarrollo Ciudadano",0.26,0.181
"P11_imputadas","Andrés Peressini por Iguales",0.125,0.185
"P11_imputadas","Karina Ortiz por el PJ",0.037,0.103
