"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Tengo trabajo estable",0.544,0.609,0.694,0.414
"P05","Realizo changas o trabajos de vez en cuando",0.086,0.101,0.08,0.196
"P05","No tengo trabajo",0.059,0.061,0.077,0.205
"P05","Soy jubilado o pensionado",0.311,0.229,0.149,0.185
"P06","1",0.302,0.32,0.234,0.295
"P06","2",0.044,0.065,0.06,0.177
"P06","3",0.122,0.07,0.051,0.017
"P06","4",0.091,0.084,0.061,0.025
"P06","5",0.243,0.179,0.127,0.302
"P06","6",0.056,0.067,0.049,0
"P06","7",0.047,0.084,0.16,0
"P06","8",0.037,0.057,0.084,0.025
"P06","9",0.058,0.074,0.174,0.159
"P07","1",0.129,0.133,0.329,0.205
"P07","2",0.032,0.039,0.083,0
"P07","3",0.023,0.047,0.077,0
"P07","4",0.041,0.046,0.039,0.265
"P07","5",0.212,0.196,0.096,0.282
"P07","6",0.09,0.036,0.023,0
"P07","7",0.146,0.14,0.075,0.069
"P07","8",0.087,0.088,0.075,0.035
"P07","9",0.24,0.275,0.203,0.144
"P08","1",0.302,0.266,0.567,0.467
"P08","2",0.031,0.041,0.043,0.017
"P08","3",0.071,0.036,0.035,0
"P08","4",0.038,0.007,0.019,0
"P08","5",0.159,0.179,0.076,0.186
"P08","6",0.045,0.031,0.015,0
"P08","7",0.055,0.05,0.041,0.109
"P08","8",0.045,0.056,0.033,0.017
"P08","9",0.254,0.334,0.171,0.204
"P10","Del Frente de Todos y el peronismo",0.073,0.195,0.517,0
"P10","De Cambiemos",0.725,0.508,0.203,0.539
"P10","De los Liberales libertarios",0.122,0.237,0.178,0.231
"P10","De la Izquierda",0.013,0.008,0.056,0.045
"P10","No sabe",0.067,0.052,0.046,0.185
"P11","A Alberto Fernández",0.21,0.118,0.102,0
"P11","A Sergio Massa",0.494,0.294,0.17,0
"P11","A algún candidato del peronismo",0.258,0.211,0.085,0
"P11","A algún candidato del kirchnerismo",0.038,0.377,0.643,0
"P12","A Alberto Fernández",0.069,0.065,0.043,0
"P12","A Sergio Massa",0.314,0.248,0.072,0
"P12","A algún candidato del peronismo",0.314,0.145,0.066,0
"P12","A Cristina Fernández de Kirchner",0.303,0.542,0.819,0
"P13","A Horacio Rodriguez Larreta",0.234,0.245,0.024,0.514
"P13","A Mauricio Macri",0.288,0.33,0.398,0.285
"P13","A Patricia Bullrich",0.398,0.405,0.487,0.155
"P13","A Facundo Manes",0.049,0.02,0.091,0.046
"P13","A Gerardo Morales",0.031,0,0,0
"P14","Del Frente de Todos y el peronismo",0.05,0.16,0.488,0.025
"P14","A Juntos por el Cambio",0.763,0.572,0.205,0.337
"P14","De los Liberales libertarios",0.116,0.181,0.18,0.293
"P14","De la Izquierda",0.027,0.036,0.087,0
"P14","No sabe",0.044,0.051,0.04,0.345
"P16","A Leandro Santoro",0.63,0.805,0.673,1
"P16","A Matias Lammens",0.294,0.119,0.143,0
"P16","A Mariano Recalde",0.076,0.076,0.184,0
"P17","A Soledad Acuña",0.046,0.047,0.053,0
"P17","A Jorge Macri",0.263,0.4,0.309,0.235
"P17","A Martín Lousteau",0.35,0.068,0.029,0.106
"P17","A Fernan Quirós",0.196,0.255,0.17,0.287
"P17","A Ricardo López Murphy",0.145,0.23,0.439,0.372
"P18","Lo votaría",0.463,0.063,0.044,0.044
"P18","Puede que lo vote",0.379,0.335,0.067,0.17
"P18","Nunca lo votaría",0.098,0.417,0.841,0.423
"P18","No sabe",0.06,0.185,0.048,0.363
"P19","Lo votaría",0.094,0.141,0.414,0.079
"P19","Puede que lo vote",0.109,0.116,0.122,0.088
"P19","Nunca lo votaría",0.7,0.626,0.437,0.289
"P19","No sabe",0.097,0.117,0.027,0.544
"P20","Lo votaría",0.132,0.105,0.071,0.036
"P20","Puede que lo vote",0.386,0.247,0.114,0.202
"P20","Nunca lo votaría",0.368,0.494,0.752,0.106
"P20","No sabe",0.114,0.154,0.063,0.656
"P21","Lo votaría",0.033,0.067,0.189,0.045
"P21","Puede que lo vote",0.111,0.136,0.243,0.068
"P21","Nunca lo votaría",0.765,0.664,0.51,0.514
"P21","No sabe",0.091,0.133,0.058,0.373
"P22","Lo votaría",0.397,0.262,0.09,0.116
"P22","Puede que lo vote",0.349,0.271,0.19,0.184
"P22","Nunca lo votaría",0.187,0.327,0.66,0.361
"P22","No sabe",0.067,0.14,0.06,0.339
"P23","Lo votaría",0.411,0.355,0.135,0.17
"P23","Puede que lo vote",0.325,0.249,0.146,0.025
"P23","Nunca lo votaría",0.212,0.309,0.686,0.654
"P23","No sabe",0.052,0.087,0.033,0.151
"P24","Lo votaría",0.378,0.255,0.073,0.249
"P24","Puede que lo vote",0.344,0.277,0.099,0.116
"P24","Nunca lo votaría",0.236,0.411,0.812,0.415
"P24","No sabe",0.042,0.057,0.016,0.22
"P25","Lo votaría",0.334,0.289,0.215,0.193
"P25","Puede que lo vote",0.376,0.257,0.106,0.044
"P25","Nunca lo votaría",0.225,0.392,0.657,0.459
"P25","No sabe",0.065,0.062,0.022,0.304
"P26","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.248,0.255,0.088,0.054
"P26","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.23,0.212,0.141,0.06
"P26","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.042,0.048,0.015,0
"P26","Horacio Rodríguez Larreta presidente– Fernán Quirós Jefe de Gobierno por Juntos por el Cambio",0.129,0.109,0.02,0.098
