"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Tengo trabajo estable",0.677,0.563,0.623,0.338
"P05","Realizo changas o trabajos de vez en cuando",0.053,0.084,0.11,0.22
"P05","No tengo trabajo",0.06,0.058,0.075,0.099
"P05","Soy jubilado o pensionado",0.21,0.295,0.192,0.343
"P06","1",0.175,0.307,0.337,0.297
"P06","2",0.028,0.048,0.075,0.133
"P06","3",0.022,0.106,0.106,0.095
"P06","4",0.051,0.074,0.099,0.028
"P06","5",0.176,0.218,0.163,0.287
"P06","6",0.074,0.042,0.046,0.016
"P06","7",0.181,0.067,0.063,0.036
"P06","8",0.097,0.074,0.038,0.011
"P06","9",0.196,0.064,0.073,0.097
"P07","1",0.424,0.098,0.112,0.247
"P07","2",0.1,0.039,0.03,0.011
"P07","3",0.098,0.041,0.023,0.006
"P07","4",0.052,0.043,0.037,0.104
"P07","5",0.114,0.238,0.158,0.26
"P07","6",0.021,0.069,0.064,0.016
"P07","7",0.059,0.144,0.136,0.144
"P07","8",0.028,0.101,0.114,0.083
"P07","9",0.104,0.227,0.326,0.129
"P08","1",0.655,0.26,0.293,0.368
"P08","2",0.041,0.03,0.039,0.026
"P08","3",0.051,0.052,0.042,0.043
"P08","4",0.021,0.03,0.023,0
"P08","5",0.075,0.14,0.157,0.243
"P08","6",0.019,0.024,0.042,0.016
"P08","7",0.029,0.055,0.06,0.057
"P08","8",0.013,0.076,0.052,0
"P08","9",0.096,0.333,0.292,0.247
"P10","Del Frente de Todos y el peronismo",0.702,0.089,0.079,0.112
"P10","De Cambiemos",0.166,0.614,0.592,0.544
"P10","De los Liberales libertarios",0.063,0.186,0.241,0.174
"P10","De la Izquierda",0.024,0.015,0.044,0.006
"P10","No sabe",0.045,0.096,0.044,0.164
"P11","A Alberto Fernández",0.104,0.159,0.163,0.142
"P11","A Sergio Massa",0.207,0.298,0.203,0.416
"P11","A algún candidato del peronismo",0.088,0.321,0.194,0.289
"P11","A algún candidato del kirchnerismo",0.601,0.222,0.44,0.153
"P12","A Alberto Fernández",0.05,0.049,0.042,0.142
"P12","A Sergio Massa",0.101,0.202,0.132,0.56
"P12","A algún candidato del peronismo",0.061,0.135,0.314,0.145
"P12","A Cristina Fernández de Kirchner",0.788,0.614,0.512,0.153
