"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Tengo trabajo estable",0.596,0.585,0.689,0.716
"P05","Realizo changas o trabajos de vez en cuando",0.096,0.091,0.101,0.046
"P05","No tengo trabajo",0.073,0.065,0.073,0.089
"P05","Soy jubilado o pensionado",0.235,0.259,0.137,0.149
"P06","1",0.347,0.264,0.233,0.174
"P06","2",0.068,0.039,0.077,0.069
"P06","3",0.071,0.086,0.1,0.046
"P06","4",0.067,0.09,0.08,0.037
"P06","5",0.154,0.192,0.199,0.187
"P06","6",0.035,0.063,0.067,0.052
"P06","7",0.07,0.136,0.084,0.104
"P06","8",0.069,0.054,0.076,0.047
"P06","9",0.119,0.076,0.084,0.284
"P07","1",0.275,0.202,0.165,0.212
"P07","2",0.026,0.061,0.083,0.055
"P07","3",0.04,0.059,0.053,0.048
"P07","4",0.022,0.068,0.045,0.021
"P07","5",0.146,0.167,0.177,0.165
"P07","6",0.042,0.062,0.043,0.034
"P07","7",0.085,0.131,0.121,0.116
"P07","8",0.099,0.077,0.076,0.041
"P07","9",0.265,0.173,0.237,0.308
"P08","1",0.396,0.424,0.398,0.416
"P08","2",0.02,0.043,0.057,0.038
"P08","3",0.065,0.047,0.037,0.008
"P08","4",0.015,0.031,0.02,0.019
"P08","5",0.151,0.118,0.131,0.101
"P08","6",0.015,0.043,0.013,0.027
"P08","7",0.045,0.059,0.032,0.058
"P08","8",0.028,0.034,0.079,0.062
"P08","9",0.265,0.201,0.233,0.271
"P10","Del Frente de Todos y el peronismo",0.297,0.277,0.294,0.306
"P10","De Cambiemos",0.485,0.491,0.399,0.297
"P10","De los Liberales libertarios",0.15,0.155,0.229,0.212
"P10","De la Izquierda",0.031,0.029,0.014,0.066
"P10","No sabe",0.037,0.048,0.064,0.119
"P11","A Alberto Fernández",0.135,0.09,0.101,0.147
"P11","A Sergio Massa",0.202,0.215,0.286,0.14
"P11","A algún candidato del peronismo",0.132,0.115,0.123,0.076
"P11","A algún candidato del kirchnerismo",0.531,0.58,0.49,0.637
"P12","A Alberto Fernández",0.063,0.036,0.043,0.03
"P12","A Sergio Massa",0.137,0.106,0.155,0.041
"P12","A algún candidato del peronismo",0.101,0.097,0.058,0.212
"P12","A Cristina Fernández de Kirchner",0.699,0.761,0.744,0.717
"P13","A Horacio Rodriguez Larreta",0.155,0.194,0.26,0.389
"P13","A Mauricio Macri",0.354,0.33,0.224,0.234
"P13","A Patricia Bullrich",0.437,0.412,0.39,0.339
"P13","A Facundo Manes",0.042,0.051,0.076,0.038
"P13","A Gerardo Morales",0.012,0.013,0.05,0
"P14","Del Frente de Todos y el peronismo",0.255,0.269,0.251,0.257
"P14","A Juntos por el Cambio",0.518,0.5,0.439,0.356
