"var","categoria","1","2","3","4","5","6","7","8","9"
"P05","Tengo trabajo estable",0.536,0.447,0.574,0.627,0.575,0.707,0.706,0.587,0.482
"P05","Realizo changas o trabajos de vez en cuando",0.168,0.307,0.082,0.051,0.151,0.064,0.076,0.095,0.155
"P05","No tengo trabajo",0.099,0.1,0.194,0.055,0.091,0.054,0.073,0.135,0.188
"P05","Soy jubilado o pensionado",0.197,0.146,0.15,0.267,0.183,0.175,0.145,0.183,0.175
"P07","1",0.33,0.224,0.089,0.102,0.129,0.178,0.221,0.288,0.498
"P07","2",0.05,0.149,0.037,0.025,0.038,0.042,0.093,0.112,0.02
"P07","3",0.012,0.034,0.126,0.015,0.026,0.123,0.142,0.094,0.039
"P07","4",0.01,0.042,0.059,0.206,0.044,0.11,0.068,0.038,0.014
"P07","5",0.079,0.113,0.14,0.184,0.441,0.17,0.148,0.133,0.086
"P07","6",0.024,0.047,0.068,0.089,0.071,0.183,0.06,0.016,0.014
"P07","7",0.042,0.105,0.201,0.152,0.088,0.076,0.198,0.038,0.011
"P07","8",0.071,0.08,0.144,0.108,0.048,0.047,0.033,0.176,0.01
"P07","9",0.382,0.206,0.136,0.119,0.115,0.071,0.037,0.105,0.308
"P08","1",0.347,0.347,0.242,0.256,0.408,0.531,0.673,0.644,0.604
"P08","2",0.029,0.064,0.029,0.087,0.047,0.093,0.049,0.05,0.008
"P08","3",0.026,0.035,0.122,0.05,0.039,0.038,0.052,0.017,0.018
"P08","4",0.018,0.024,0.062,0.097,0.034,0.044,0.027,0.003,0.002
"P08","5",0.092,0.093,0.164,0.13,0.182,0.084,0.08,0.094,0.048
"P08","6",0.02,0.021,0.053,0.069,0.037,0.042,0.015,0.012,0.012
"P08","7",0.041,0.06,0.044,0.072,0.04,0.037,0.03,0.007,0.008
"P08","8",0.027,0.058,0.078,0.051,0.033,0.009,0.019,0.009,0.012
"P08","9",0.4,0.298,0.206,0.188,0.18,0.122,0.055,0.164,0.288
"P10","Del Frente de Todos y el peronismo",0.169,0.237,0.083,0.19,0.237,0.44,0.604,0.528,0.45
"P10","De Cambiemos",0.473,0.433,0.558,0.572,0.37,0.279,0.165,0.172,0.188
"P10","De los Liberales libertarios",0.213,0.237,0.277,0.12,0.115,0.088,0.08,0.116,0.107
"P10","De la Izquierda",0.034,0.025,0,0.002,0.019,0.033,0.072,0.044,0.135
"P10","No sabe",0.111,0.068,0.082,0.116,0.259,0.16,0.079,0.14,0.12
"P11","A Alberto Fernández",0.303,0.156,0.191,0.137,0.089,0.098,0.071,0.132,0.114
"P11","A Sergio Massa",0.254,0.28,0.169,0.234,0.223,0.328,0.151,0.233,0.154
"P11","A algún candidato del peronismo",0.137,0.16,0.278,0.302,0.182,0.11,0.2,0.066,0.052
"P11","A algún candidato del kirchnerismo",0.306,0.404,0.362,0.327,0.506,0.464,0.578,0.569,0.68
"P12","A Alberto Fernández",0.256,0.132,0.121,0.046,0.033,0.02,0.057,0.056,0.094
"P12","A Sergio Massa",0.163,0.273,0.139,0.216,0.151,0.231,0.085,0.052,0.079
"P12","A algún candidato del peronismo",0.148,0.115,0.186,0.258,0.126,0.065,0.108,0.042,0.055
"P12","A Cristina Fernández de Kirchner",0.433,0.48,0.554,0.48,0.69,0.684,0.75,0.85,0.772
"P13","A Horacio Rodriguez Larreta",0.231,0.258,0.228,0.305,0.269,0.32,0.175,0.183,0.307
"P13","A Mauricio Macri",0.332,0.341,0.324,0.298,0.243,0.243,0.382,0.34,0.302
"P13","A Patricia Bullrich",0.395,0.339,0.403,0.342,0.365,0.31,0.272,0.387,0.287
"P13","A Facundo Manes",0.024,0.025,0.033,0.027,0.069,0.071,0.136,0.078,0.053
"P13","A Gerardo Morales",0.018,0.037,0.012,0.028,0.054,0.056,0.035,0.012,0.051
"P14","Del Frente de Todos y el peronismo",0.138,0.224,0.092,0.17,0.212,0.447,0.578,0.508,0.418
"P14","A Juntos por el Cambio",0.499,0.463,0.6,0.589,0.443,0.28,0.189,0.137,0.176
"P14","De los Liberales libertarios",0.221,0.217,0.258,0.128,0.086,0.053,0.067,0.069,0.114
"P14","De la Izquierda",0.031,0.033,0.013,0.017,0.033,0.083,0.095,0.175,0.177
"P14","No sabe",0.111,0.063,0.037,0.096,0.226,0.137,0.071,0.111,0.115
"P16","A Leandro Santoro",0.561,0.483,0.897,0.712,0.569,0.587,0.638,0.658,0.633
"P16","A Matias Lammens",0.272,0.36,0.064,0.17,0.174,0.235,0.174,0.117,0.131
"P16","A Mariano Recalde",0.167,0.157,0.039,0.118,0.257,0.178,0.188,0.225,0.236
"P17","A Soledad Acuña",0.057,0.045,0.046,0.069,0.027,0.014,0.02,0.028,0.066
"P17","A Jorge Macri",0.357,0.259,0.257,0.195,0.256,0.249,0.29,0.311,0.283
"P17","A Martín Lousteau",0.184,0.268,0.247,0.216,0.332,0.393,0.268,0.215,0.277
"P17","A Fernan Quirós",0.202,0.15,0.221,0.3,0.24,0.237,0.284,0.156,0.258
"P17","A Ricardo López Murphy",0.2,0.278,0.229,0.22,0.145,0.107,0.138,0.29,0.116
"P18","Lo votaría",0.208,0.221,0.263,0.207,0.222,0.181,0.083,0.104,0.121
"P18","Puede que lo vote",0.241,0.185,0.295,0.307,0.233,0.229,0.19,0.2,0.112
"P18","Nunca lo votaría",0.413,0.495,0.363,0.384,0.393,0.484,0.64,0.607,0.598
"P18","No sabe",0.138,0.099,0.079,0.102,0.152,0.106,0.087,0.089,0.169
"P19","Lo votaría",0.122,0.147,0.094,0.135,0.193,0.373,0.467,0.449,0.378
"P19","Puede que lo vote",0.109,0.114,0.098,0.12,0.166,0.191,0.21,0.141,0.158
"P19","Nunca lo votaría",0.622,0.552,0.715,0.621,0.5,0.349,0.25,0.32,0.325
"P19","No sabe",0.147,0.187,0.093,0.124,0.141,0.087,0.073,0.09,0.139
"P20","Lo votaría",0.102,0.121,0.075,0.078,0.075,0.084,0.08,0.08,0.092
"P20","Puede que lo vote",0.229,0.237,0.28,0.321,0.202,0.151,0.11,0.1,0.128
"P20","Nunca lo votaría",0.481,0.467,0.535,0.456,0.547,0.694,0.737,0.72,0.642
"P20","No sabe",0.188,0.175,0.11,0.145,0.176,0.071,0.073,0.1,0.138
"P21","Lo votaría",0.065,0.048,0.037,0.08,0.08,0.161,0.172,0.174,0.16
"P21","Puede que lo vote",0.116,0.234,0.099,0.129,0.183,0.251,0.367,0.34,0.278
"P21","Nunca lo votaría",0.673,0.539,0.715,0.664,0.586,0.487,0.374,0.374,0.43
"P21","No sabe",0.146,0.179,0.149,0.127,0.151,0.101,0.087,0.112,0.132
"P22","Lo votaría",0.227,0.157,0.267,0.206,0.219,0.115,0.087,0.097,0.109
"P22","Puede que lo vote",0.268,0.245,0.352,0.37,0.256,0.312,0.218,0.168,0.167
"P22","Nunca lo votaría",0.368,0.422,0.312,0.306,0.371,0.454,0.581,0.569,0.578
"P22","No sabe",0.137,0.176,0.069,0.118,0.154,0.119,0.114,0.166,0.146
"P23","Lo votaría",0.34,0.253,0.31,0.237,0.217,0.121,0.087,0.109,0.121
"P23","Puede que lo vote",0.237,0.18,0.388,0.301,0.204,0.173,0.091,0.151,0.106
"P23","Nunca lo votaría",0.332,0.464,0.233,0.363,0.476,0.659,0.771,0.725,0.705
"P23","No sabe",0.091,0.103,0.069,0.099,0.103,0.047,0.051,0.015,0.068
"P24","Lo votaría",0.254,0.224,0.218,0.215,0.191,0.12,0.083,0.078,0.11
"P24","Puede que lo vote",0.245,0.197,0.372,0.277,0.185,0.128,0.11,0.099,0.091
"P24","Nunca lo votaría",0.431,0.455,0.347,0.436,0.531,0.715,0.765,0.801,0.729
"P24","No sabe",0.07,0.124,0.063,0.072,0.093,0.037,0.042,0.022,0.07
"P25","Lo votaría",0.261,0.252,0.404,0.277,0.169,0.126,0.103,0.103,0.107
"P25","Puede que lo vote",0.295,0.219,0.346,0.281,0.233,0.134,0.08,0.091,0.073
"P25","Nunca lo votaría",0.35,0.378,0.186,0.344,0.484,0.687,0.761,0.767,0.733
"P25","No sabe",0.094,0.151,0.064,0.098,0.114,0.053,0.056,0.039,0.087
"P26","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.228,0.171,0.221,0.113,0.147,0.076,0.052,0.061,0.059
"P26","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.156,0.128,0.244,0.283,0.133,0.065,0.041,0.101,0.035
"P26","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.048,0.024,0.024,0.019,0.03,0.013,0.016,0.018,0.017
"P26","Horacio Rodríguez Larreta presidente– Fernán Quirós Jefe de Gobierno por Juntos por el Cambio",0.059,0.031,0.049,0.064,0.075,0.043,0.051,0.011,0.053
"P26","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio",0.085,0.139,0.114,0.121,0.152,0.144,0.062,0.01,0.046
"P26","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.084,0.114,0.049,0.107,0.148,0.301,0.446,0.384,0.352
"P26","Sergio Massa presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.049,0.075,0.026,0.055,0.074,0.166,0.154,0.13,0.148
"P26","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.149,0.169,0.177,0.058,0.068,0.027,0.031,0.085,0.077
"P26","A los candidatos de la izquierda",0.015,0.011,0.001,0.005,0.019,0.026,0.072,0.066,0.119
"P26","No sabe",0.127,0.138,0.095,0.175,0.154,0.139,0.075,0.134,0.094
"P27","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.22,0.206,0.189,0.138,0.16,0.08,0.051,0.061,0.054
"P27","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.188,0.156,0.284,0.231,0.146,0.058,0.047,0.106,0.062
"P27","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.034,0.024,0.04,0.016,0.018,0.013,0.012,0.016,0.024
"P27","Horacio Rodríguez Larreta presidente– Fernán Quirós Jefe de Gobierno por Juntos por el Cambio",0.063,0.03,0.068,0.083,0.092,0.046,0.054,0.017,0.015
"P27","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio",0.082,0.084,0.094,0.119,0.146,0.166,0.059,0.016,0.044
"P27","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.065,0.099,0.053,0.085,0.132,0.251,0.424,0.363,0.328
"P27","Alberto Fernández presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.048,0.067,0.019,0.052,0.072,0.138,0.146,0.11,0.135
"P27","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertario",0.147,0.178,0.142,0.056,0.06,0.048,0.032,0.061,0.072
"P27","A los candidatos de la izquierda",0.02,0.032,0.006,0.006,0.032,0.077,0.068,0.096,0.148
"P27","No sabe",0.133,0.124,0.105,0.214,0.142,0.123,0.107,0.154,0.118
"P28","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.318,0.275,0.228,0.21,0.21,0.071,0.058,0.084,0.059
"P28","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.067,0.055,0.077,0.098,0.065,0.032,0.041,0.018,0.039
"P28","A Martín Lousteau como Jefe de Gobierno",0.142,0.106,0.163,0.213,0.227,0.188,0.127,0.058,0.098
"P28","A Ricardo López Murphy como Jefe de Gobierno",0.127,0.092,0.227,0.204,0.102,0.076,0.042,0.11,0.033
"P28","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.1,0.209,0.081,0.115,0.193,0.385,0.489,0.475,0.454
"P28","Sergio Massa presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.021,0.03,0.017,0.073,0.053,0.129,0.138,0.065,0.075
"P28","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.151,0.177,0.132,0.051,0.078,0.033,0.019,0.08,0.065
"P28","A los candidatos de izquierda",0.051,0.025,0.05,0.017,0.025,0.043,0.062,0.065,0.11
"P28","No sabe",0.023,0.031,0.025,0.019,0.047,0.043,0.024,0.045,0.067
"P29","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.292,0.259,0.246,0.186,0.222,0.086,0.059,0.082,0.08
"P29","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.102,0.113,0.079,0.142,0.128,0.065,0.073,0.023,0.062
"P29","A Martín Lousteau como Jefe de Gobierno",0.129,0.086,0.169,0.197,0.164,0.165,0.082,0.076,0.05
"P29","A Ricardo López Murphy como Jefe de Gobierno",0.076,0.091,0.156,0.154,0.118,0.167,0.159,0.237,0.151
"P29","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.081,0.11,0.06,0.142,0.14,0.259,0.37,0.296,0.333
"P29","Alberto Fernández presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.091,0.045,0.077,0.075,0.078,0.095,0.115,0.083,0.072
"P29","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertario",0.154,0.182,0.135,0.05,0.069,0.039,0.04,0.059,0.067
"P29","A los candidatos de izquierda",0.048,0.056,0.061,0.02,0.03,0.073,0.055,0.072,0.114
"P29","No sabe",0.027,0.058,0.017,0.034,0.051,0.051,0.047,0.072,0.071
"P30","Horacio Rodríguez Larreta presidente - Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.155,0.072,0.135,0.11,0.134,0.102,0.059,0.037,0.057
"P30","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.335,0.329,0.443,0.4,0.25,0.137,0.083,0.118,0.068
"P30","A Martín Lousteau como Jefe de Gobierno",0.115,0.109,0.138,0.205,0.203,0.163,0.109,0.057,0.094
"P30","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.088,0.174,0.043,0.152,0.181,0.35,0.447,0.391,0.421
"P30","Sergio Massa presidente – Matias Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.045,0.029,0.035,0.04,0.05,0.16,0.143,0.122,0.117
"P30","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.158,0.176,0.106,0.046,0.075,0.017,0.052,0.101,0.069
"P30","A los candidatos de la izquierda",0.042,0.029,0.041,0.019,0.04,0.01,0.064,0.114,0.096
"P30","No sabe",0.062,0.082,0.059,0.028,0.067,0.061,0.043,0.06,0.078
"P31","Horacio Rodríguez Larreta presidente - Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.141,0.113,0.137,0.103,0.112,0.088,0.054,0.062,0.074
