"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P05","Tengo trabajo estable",0.628,0.658,0.666,0.573,0.641,0.58
"P05","Realizo changas o trabajos de vez en cuando",0.071,0.083,0.055,0.075,0.138,0.087
"P05","No tengo trabajo",0.093,0.053,0.058,0.094,0.068,0.068
"P05","Soy jubilado o pensionado",0.208,0.206,0.221,0.258,0.153,0.265
"P06","1",0.163,0.167,0.249,0.333,0.338,0.262
"P06","2",0.066,0.007,0.047,0.046,0.066,0.072
"P06","3",0.004,0.077,0.063,0.115,0.1,0.077
"P06","4",0.039,0.091,0.052,0.09,0.087,0.087
"P06","5",0.128,0.084,0.185,0.172,0.193,0.204
"P06","6",0.021,0.049,0.061,0.053,0.033,0.076
"P06","7",0.187,0.307,0.121,0.05,0.042,0.106
"P06","8",0.169,0.074,0.096,0.049,0.033,0.04
"P06","9",0.223,0.144,0.126,0.092,0.108,0.076
"P07","1",0.594,0.327,0.261,0.108,0.125,0.206
"P07","2",0.141,0.144,0.067,0.045,0.044,0.023
"P07","3",0.032,0.141,0.092,0.044,0.018,0.038
"P07","4",0.083,0.111,0.05,0.026,0.02,0.049
"P07","5",0.057,0.052,0.14,0.213,0.171,0.19
"P07","6",0.011,0,0.04,0.047,0.059,0.067
"P07","7",0.004,0.069,0.1,0.131,0.114,0.152
"P07","8",0.059,0.037,0.038,0.139,0.102,0.085
"P07","9",0.019,0.119,0.212,0.247,0.347,0.19
"P08","1",0.802,0.713,0.491,0.295,0.291,0.355
"P08","2",0.051,0.064,0.026,0.025,0.033,0.051
"P08","3",0.026,0.076,0.052,0.044,0.042,0.049
"P08","4",0,0.005,0.02,0.04,0.018,0.03
"P08","5",0.074,0.045,0.115,0.103,0.171,0.144
"P08","6",0,0.007,0.024,0.042,0.025,0.034
"P08","7",0,0,0.043,0.062,0.056,0.062
"P08","8",0,0,0.023,0.078,0.045,0.056
"P08","9",0.047,0.09,0.206,0.311,0.319,0.219
"P10","Del Frente de Todos y el peronismo",0.816,0.748,0.424,0.076,0.1,0.232
"P10","De Cambiemos",0.12,0.12,0.307,0.62,0.586,0.527
"P10","De los Liberales libertarios",0.02,0.049,0.17,0.219,0.225,0.159
"P10","De la Izquierda",0.04,0.036,0.039,0.05,0.024,0.021
"P10","No sabe",0.004,0.047,0.06,0.035,0.065,0.061
"P11","A Alberto Fernández",0.151,0.09,0.106,0.034,0.135,0.116
"P11","A Sergio Massa",0.107,0.127,0.284,0.076,0.364,0.228
"P11","A algún candidato del peronismo",0.069,0.072,0.133,0.3,0.169,0.126
"P11","A algún candidato del kirchnerismo",0.673,0.711,0.477,0.59,0.332,0.53
"P12","A Alberto Fernández",0.055,0.051,0.02,0.034,0.076,0.078
"P12","A Sergio Massa",0.061,0.02,0.179,0.134,0.166,0.117
"P12","A algún candidato del peronismo",0.036,0.076,0.084,0.243,0.31,0.096
"P12","A Cristina Fernández de Kirchner",0.848,0.853,0.717,0.589,0.448,0.709
"P13","A Horacio Rodriguez Larreta",0.263,0.297,0.309,0.206,0.159,0.188
"P13","A Mauricio Macri",0.089,0.334,0.261,0.354,0.393,0.259
"P13","A Patricia Bullrich",0.123,0.228,0.351,0.395,0.408,0.474
"P13","A Facundo Manes",0.525,0.141,0.07,0.037,0.032,0.041
"P13","A Gerardo Morales",0,0,0.009,0.008,0.008,0.038
"P14","Del Frente de Todos y el peronismo",0.761,0.747,0.39,0.043,0.05,0.231
"P14","A Juntos por el Cambio",0.045,0.115,0.338,0.644,0.664,0.531
"P14","De los Liberales libertarios",0.024,0.013,0.164,0.22,0.195,0.151
"P14","De la Izquierda",0.17,0.078,0.073,0.066,0.032,0.026
