"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","En blanco","No sabe"
"P05","Mucho",0.485,0.399,0.406,0.318
"P05","Bastante",0.334,0.438,0.286,0.385
"P05","Poco",0.121,0.137,0.142,0.179
"P05","Nada",0.05,0.015,0.146,0.11
"P05","No sabe",0.01,0.011,0.02,0.008
"P06","Siempre",0.284,0.189,0.171,0.229
"P06","Casi siempre",0.33,0.44,0.301,0.337
"P06","Casi nunca",0.281,0.293,0.321,0.268
"P06","Nunca, pero esta es una excepción",0.105,0.078,0.207,0.166
"P10","Unidos para Cambiar cordoba",0.365,0.037,0.047,0.06
"P10","Juntos Avancemos",0.218,0.529,0.097,0.084
"P10","De los liberales libertarios",0.152,0.296,0.463,0.335
"P10","Hacemos por nuestro país",0.128,0.046,0.14,0.143
"P10","De la Izquierda",0.045,0.018,0.065,0.03
"P10","En blanco",0.02,0.012,0.06,0.02
"P10","No sabe",0.072,0.062,0.128,0.328
"P14","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.405,0.043,0.016,0.048
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.156,0.512,0.066,0.02
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.185,0.294,0.533,0.427
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.199,0.114,0.25,0.346
"P14","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.009,0.01,0.023,0.029
"P14","En blanco",0.021,0.01,0.019,0.005
"P14","No sabe",0.025,0.017,0.093,0.125
"P18","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.308,0.457,0.571,0.462
"P18","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.219,0.347,0.17,0.193
"P18","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.297,0.105,0.151,0.114
"P18","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.114,0.037,0.026,0.064
"P18","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.024,0.015,0.012,0.041
"P18","No sabe",0.038,0.039,0.07,0.126
"P19","Totalmente seguro.",0.647,0.667,0.659,0.54
"P19","Bastante seguro",0.173,0.192,0.104,0.153
"P19","Algo seguro",0.11,0.081,0.112,0.113
"P19","Para nada seguro",0.07,0.06,0.125,0.194
"P20","Tiene Decidido que va a ir a votar.",0.969,0.907,0.821,0.9
"P20","Tiene dudas sobre si va a ir a  votar",0.023,0.064,0.066,0.063
"P20","Tiene Decidido que no va a ir a votar",0.008,0.029,0.113,0.037
"P22","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.383,0.544,0.034,0.02
"P22","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.222,0.436,0.518,0.461
"P22","En blanco",0.268,0.008,0.373,0.029
"P22","No sabe",0.127,0.012,0.075,0.49
"P23","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.596,0.094,0.068,0.029
"P23","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.235,0.592,0.677,0.529
"P23","En blanco",0.097,0.205,0.152,0.063
"P23","No sabe",0.072,0.109,0.103,0.379
"P24","Si",0.503,0.46,0.342,0.359
"P24","No",0.497,0.54,0.658,0.641
"P14_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.418,0.045,0.017,0.056
"P14_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.162,0.514,0.066,0.032
"P14_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.186,0.296,0.562,0.467
"P14_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.201,0.124,0.29,0.41
"P14_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.009,0.01,0.024,0.029
"P14_imputada","En blanco",0.024,0.011,0.041,0.006
