"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P06","Mucho",0.577,0.397,0.31,0.24
"P06","Bastante",0.256,0.432,0.309,0.177
"P06","Poco",0.093,0.133,0.246,0.221
"P06","Nada",0.048,0.028,0.102,0.291
"P06","No sabe",0.026,0.01,0.033,0.071
"P07","Del Frente de Todos y el peronismo",0.349,0.33,0.277,0.301
"P07","De Juntos por el Cambio",0.387,0.431,0.324,0.216
"P07","De los Liberales libertarios",0.15,0.126,0.177,0.21
"P07","De la Izquierda",0.043,0.04,0.055,0.076
"P07","No sabe",0.071,0.073,0.167,0.197
"P08","A Leandro Santoro",0.62,0.667,0.69,0.561
"P08","A Matias Lammens",0.122,0.087,0.111,0.221
"P08","A Mariano Recalde",0.258,0.246,0.199,0.218
"P09","A Jorge Macri",0.504,0.46,0.443,0.348
"P09","A Martín Lousteau",0.316,0.354,0.363,0.479
"P09","A Ricardo López Murphy",0.18,0.186,0.194,0.173
"P10","Jorge Macri por Juntos por el Cambio",0.275,0.238,0.189,0.127
"P10","Martín Lousteau  por Juntos por el Cambio",0.112,0.136,0.139,0.086
"P10","Ricardo López Murphy  por Juntos por el Cambio",0.11,0.117,0.098,0.065
"P10","Leandro Santoro por el Frente de Todos",0.159,0.187,0.169,0.159
"P10","Mariano Recalde por el Frente de Todos",0.044,0.061,0.041,0.032
"P10","Pedro Rosemblat por el Frente de Todos",0.049,0.083,0.06,0.043
"P10","Ramiro Marra por la Libertad Avanza",0.134,0.077,0.135,0.193
"P10","Al candidato del Frente de Izquierda",0.028,0.036,0.026,0.028
"P10","En blanco",0.016,0.012,0.053,0.108
"P10","No sabe",0.073,0.053,0.09,0.159
"P13","Jorge Macri por Juntos por el Cambio",0.3,0.276,0.213,0.167
"P13","Martín Lousteau  por Juntos por el Cambio",0.153,0.161,0.175,0.106
"P13","Leandro Santoro por el Frente de Todos",0.215,0.288,0.236,0.192
"P13","Ramiro Marra por la Libertad Avanza",0.156,0.109,0.168,0.211
"P13","Al candidato del Frente de Izquierda",0.047,0.05,0.038,0.068
"P13","En blanco",0.036,0.031,0.055,0.077
"P13","No sabe",0.093,0.085,0.115,0.179
"P16","Jorge Macri por Juntos por el Cambio",0.289,0.268,0.18,0.188
"P16","Martín Lousteau  por Juntos por el Cambio",0.138,0.142,0.151,0.097
"P16","Ricardo López Murphy  por Juntos por el Cambio",0.114,0.106,0.094,0.075
"P16","Leandro Santoro por el Frente de Todos",0.202,0.296,0.245,0.183
"P16","Ramiro Marra por la Libertad Avanza",0.152,0.082,0.152,0.202
"P16","Al candidato del Frente de Izquierda",0.026,0.041,0.03,0.034
"P16","En blanco",0.042,0.015,0.055,0.085
"P16","No sabe",0.037,0.05,0.093,0.136
"P19","Jorge Macri por Juntos por el Cambio",0.461,0.389,0.305,0.217
"P19","Leandro Santoro por el Frente de Todos",0.235,0.343,0.283,0.259
"P19","Ramiro Marra por la Libertad Avanza",0.154,0.1,0.191,0.233
"P19","Al candidato del Frente de Izquierda",0.033,0.039,0.046,0.049
"P19","En blanco",0.042,0.04,0.077,0.056
"P19","No sabe",0.075,0.089,0.098,0.186
"P22","Martín Lousteau  por Juntos por el Cambio",0.292,0.293,0.262,0.202
"P22","Leandro Santoro por el Frente de Todos",0.286,0.323,0.267,0.217
"P22","Ramiro Marra por la Libertad Avanza",0.207,0.156,0.22,0.253
"P22","Al candidato del Frente de Izquierda",0.026,0.035,0.043,0.045
"P22","En blanco",0.062,0.071,0.088,0.119
"P22","No sabe",0.127,0.122,0.12,0.164
"P25","Ricardo López Murphy  por Juntos por el Cambio",0.382,0.35,0.283,0.218
"P25","Leandro Santoro por el Frente de Todos",0.258,0.34,0.286,0.215
"P25","Ramiro Marra por la Libertad Avanza",0.162,0.109,0.167,0.234
"P25","Al candidato del Frente de Izquierda",0.04,0.039,0.044,0.019
"P25","En blanco",0.055,0.055,0.089,0.165
"P25","No sabe",0.103,0.107,0.131,0.149
"P26","Jorge Macri por Juntos por el Cambio",0.513,0.448,0.392,0.329
"P26","Leandro Santoro por el Frente de Todos",0.273,0.397,0.336,0.267
"P26","En blanco",0.108,0.069,0.157,0.214
"P26","No sabe",0.106,0.086,0.115,0.19
"P27","Martín Lousteau por Juntos por el Cambio",0.42,0.374,0.343,0.249
"P27","Leandro Santoro por el Frente de Todos",0.259,0.374,0.322,0.287
"P27","En blanco",0.176,0.149,0.206,0.296
"P27","No sabe",0.145,0.103,0.129,0.168
"P28","Ricardo López Murphy por Juntos por el Cambio",0.489,0.431,0.401,0.273
"P28","Leandro Santoro por el Frente de Todos",0.274,0.392,0.341,0.283
"P28","En blanco",0.117,0.093,0.131,0.25
"P28","No sabe",0.12,0.084,0.127,0.194
"P29","Lo votaría",0.408,0.317,0.275,0.266
"P29","Puede que lo vote",0.16,0.209,0.193,0.083
"P29","Nunca lo votaría",0.379,0.417,0.463,0.567
"P29","No sabe",0.053,0.057,0.069,0.084
"P30","Lo votaría",0.236,0.199,0.211,0.235
"P30","Puede que lo vote",0.221,0.251,0.216,0.147
"P30","Nunca lo votaría",0.448,0.483,0.479,0.501
"P30","No sabe",0.095,0.067,0.094,0.117
"P31","Lo votaría",0.328,0.268,0.247,0.216
"P31","Puede que lo vote",0.174,0.211,0.189,0.099
"P31","Nunca lo votaría",0.425,0.46,0.489,0.554
