"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Totalmente seguro",0.627,0.673,0.589,0.662,0.602,0.623,0.642,0.595,0.58,0.669,0.634,0.651,0.527
"Bastante seguro",0.158,0.138,0.175,0.146,0.156,0.169,0.159,0.147,0.163,0.157,0.163,0.155,0.185
"Algo seguro",0.111,0.117,0.105,0.089,0.123,0.117,0.104,0.124,0.111,0.106,0.116,0.104,0.099
"Para nada seguro",0.104,0.072,0.131,0.103,0.119,0.091,0.095,0.134,0.146,0.068,0.087,0.09,0.189
