"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P06","Mucho",0.664,0.469,0.363,0.259
"P06","Bastante",0.169,0.422,0.3,0.249
"P06","Poco",0.111,0.09,0.282,0.191
"P06","Nada",0.045,0.015,0.046,0.206
"P06","No sabe",0.011,0.004,0.009,0.095
"P08","Tiene Decidido que va a ir a votar",0.919,0.844,0.736,0.646
"P08","Tiene dudas sobre si va a ir a  votar",0.042,0.141,0.106,0.176
"P08","Tiene Decidido que no va a ir a votar",0.039,0.015,0.158,0.178
"P10","Unión por la Patria",0.364,0.327,0.28,0.235
"P10","Juntos por el Cambio",0.372,0.484,0.334,0.194
"P10","Liberales",0.116,0.079,0.161,0.225
"P10","Izquierda",0.03,0.025,0.049,0.069
"P10","Otro",0.029,0.039,0.059,0.056
"P10","No sabe",0.089,0.046,0.117,0.221
"P11","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.244,0.25,0.214,0.17
"P11","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.079,0.091,0.077,0.074
"P11","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.301,0.325,0.247,0.155
"P11","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.121,0.158,0.104,0.106
"P11","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.147,0.091,0.195,0.241
"P11","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.043,0.027,0.023,0.068
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.003,0.011,0.014,0.012
"P11","Otros",0.029,0.012,0.043,0
"P11","En blanco",0.02,0.014,0.017,0.068
"P11","No sabe",0.013,0.021,0.066,0.106
"P14","Totalmente seguro",0.728,0.613,0.586,0.539
"P14","Bastante seguro",0.114,0.184,0.162,0.151
"P14","Algo seguro",0.075,0.111,0.143,0.113
"P14","Para nada seguro",0.083,0.092,0.109,0.197
"P15","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.288,0.293,0.254,0.212
"P15","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.305,0.347,0.234,0.209
"P15","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.147,0.175,0.181,0.085
"P15","Ramiro Marra por la Libertad Avanza",0.124,0.095,0.181,0.179
"P15","Vanina Biasi por el Frente de Izquierda",0.066,0.019,0.027,0.139
"P15","Otros",0.042,0.04,0.058,0.062
"P15","En blanco",0.011,0.01,0.016,0.061
"P15","No sabe",0.017,0.021,0.049,0.053
"P18","Totalmente seguro",0.756,0.681,0.596,0.496
"P18","Bastante seguro",0.12,0.172,0.155,0.182
"P18","Algo seguro",0.066,0.098,0.149,0.148
"P18","Para nada seguro",0.058,0.049,0.1,0.174
"P23","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.283,0.204,0.138,0.208
"P23","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.069,0.107,0.127,0.088
"P23","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.251,0.294,0.234,0.16
"P23","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.141,0.186,0.155,0.113
"P23","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.169,0.112,0.15,0.174
"P23","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.021,0.017,0.039,0.019
"P23","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.005,0.012,0.019,0.028
"P23","Otros",0.017,0.012,0.055,0.036
"P23","En blanco",0.029,0.025,0.042,0.11
"P23","No sabe",0.015,0.031,0.041,0.064
"P26","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.265,0.265,0.173,0.205
"P26","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.281,0.287,0.184,0.229
"P26","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.127,0.158,0.227,0.172
"P26","Ramiro Marra por la Libertad Avanza",0.156,0.076,0.163,0.087
"P26","Vanina Biasi por el Frente de Izquierda",0.043,0.063,0.058,0.022
"P26","Otros",0.057,0.045,0.046,0.052
"P26","En blanco",0.039,0.054,0.095,0.096
"P26","No sabe",0.032,0.052,0.054,0.137
"P30","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.298,0.318,0.267,0.319
"P30","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.389,0.442,0.318,0.18
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.135,0.086,0.23,0.338
"P30","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.042,0.023,0.047,0.028
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.024,0.017,0.02,0.034
"P30","Otros",0.039,0.026,0.049,0.018
"P30","En blanco",0.044,0.046,0.04,0.046
"P30","No sabe",0.029,0.042,0.029,0.037
"P31","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.331,0.315,0.268,0.26
"P31","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.332,0.384,0.304,0.263
"P31","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.169,0.139,0.266,0.28
"P31","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.039,0.03,0.038,0.056
"P31","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.015,0.012,0.037,0.04
"P31","Otros",0.036,0.034,0.029,0.018
"P31","En blanco",0.025,0.026,0.019,0.034
"P31","No sabe",0.053,0.06,0.039,0.049
"P32","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.34,0.347,0.303,0.206
"P32","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.427,0.451,0.328,0.293
"P32","Ramiro Marra por la Libertad Avanza",0.11,0.086,0.184,0.246
"P32","Vanina Biasi por el Frente de Izquierda",0.054,0.014,0.024,0.078
"P32","Otros",0.031,0.031,0.034,0.058
"P32","En blanco",0.017,0.034,0.048,0.018
"P32","No sabe",0.021,0.037,0.079,0.101
"P33","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.339,0.324,0.323,0.333
"P33","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.348,0.366,0.328,0.29
"P33","Ramiro Marra por la Libertad Avanza",0.152,0.123,0.202,0.258
"P33","Vanina Biasi por el Frente de Izquierda",0.054,0.016,0.007,0.03
"P33","Otros",0.037,0.057,0.044,0.014
"P33","En blanco",0.042,0.056,0.029,0.011
"P33","No sabe",0.028,0.058,0.067,0.064
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.377,0.374,0.347,0.316
"P36","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.483,0.516,0.513,0.344
"P36","En blanco",0.1,0.071,0.094,0.203
"P36","No sabe",0.04,0.039,0.046,0.137
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.442,0.483,0.379,0.36
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.16,0.111,0.25,0.303
"P37","En blanco",0.303,0.306,0.275,0.234
"P37","No sabe",0.095,0.1,0.096,0.103
"P38","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.388,0.342,0.378,0.228
"P38","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.367,0.445,0.407,0.399
"P38","En blanco",0.192,0.135,0.128,0.255
"P38","No sabe",0.053,0.078,0.087,0.118
"P39","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.415,0.406,0.368,0.189
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.22,0.176,0.307,0.373
"P39","En blanco",0.275,0.266,0.2,0.245
"P39","No sabe",0.09,0.152,0.125,0.193
"P40","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.374,0.367,0.363,0.289
"P40","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.303,0.268,0.371,0.428
"P40","En blanco",0.2,0.208,0.151,0.143
"P40","No sabe",0.123,0.157,0.115,0.14
"P41","Leandro Santoro por Unión por la Patria",0.387,0.387,0.392,0.357
"P41","Jorge Macri por Juntos por el Cambio",0.459,0.5,0.445,0.392
"P41","En blanco",0.119,0.079,0.117,0.198
"P41","No sabe",0.035,0.034,0.046,0.053
"P42","Leandro Santoro por Unión por la Patria",0.368,0.384,0.42,0.238
"P42","Martin Lousteau por Juntos por el Cambio",0.375,0.384,0.38,0.334
"P42","En blanco",0.194,0.163,0.104,0.368
"P42","No sabe",0.063,0.069,0.096,0.06
"P43","Lo votaría",0.339,0.33,0.329,0.261
"P43","Puede que lo vote",0.115,0.09,0.086,0.147
"P43","Nunca lo votaría",0.512,0.56,0.528,0.555
"P43","No sabe",0.034,0.02,0.057,0.037
"P44","Lo votaría",0.253,0.254,0.265,0.279
"P44","Puede que lo vote",0.138,0.109,0.099,0.124
"P44","Nunca lo votaría",0.588,0.603,0.568,0.575
"P44","No sabe",0.021,0.034,0.068,0.022
"P45","Lo votaría",0.416,0.429,0.363,0.341
"P45","Puede que lo vote",0.097,0.111,0.125,0.17
"P45","Nunca lo votaría",0.473,0.436,0.448,0.388
"P45","No sabe",0.014,0.024,0.064,0.101
"P46","Lo votaría",0.314,0.325,0.258,0.207
"P46","Puede que lo vote",0.123,0.205,0.18,0.348
"P46","Nunca lo votaría",0.546,0.438,0.506,0.436
"P46","No sabe",0.017,0.032,0.056,0.009
"P47","Lo votaría",0.223,0.134,0.258,0.405
"P47","Puede que lo vote",0.158,0.184,0.172,0.192
"P47","Nunca lo votaría",0.605,0.655,0.526,0.363
"P47","No sabe",0.014,0.027,0.044,0.04
"P48","Lo votaría",0.08,0.055,0.128,0.201
"P48","Puede que lo vote",0.154,0.191,0.174,0.17
"P48","Nunca lo votaría",0.758,0.713,0.64,0.606
"P48","No sabe",0.008,0.041,0.058,0.023
"P49","Lo votaría",0.06,0.042,0.051,0.065
"P49","Puede que lo vote",0.147,0.19,0.216,0.26
"P49","Nunca lo votaría",0.762,0.722,0.647,0.614
"P49","No sabe",0.031,0.046,0.086,0.061
"P57","Lo votaría",0.28,0.3,0.316,0.197
"P57","Puede que lo vote",0.067,0.121,0.087,0.159
"P57","Nunca lo votaría",0.638,0.547,0.517,0.599
"P57","No sabe",0.015,0.032,0.08,0.045
"P58","Lo votaría",0.394,0.423,0.226,0.339
"P58","Puede que lo vote",0.093,0.127,0.157,0.275
"P58","Nunca lo votaría",0.501,0.437,0.547,0.35
"P58","No sabe",0.012,0.013,0.07,0.036
"P59","Lo votaría",0.287,0.246,0.21,0.211
"P59","Puede que lo vote",0.183,0.22,0.285,0.246
"P59","Nunca lo votaría",0.513,0.501,0.371,0.505
"P59","No sabe",0.017,0.033,0.134,0.038
"P60","Si",0.639,0.459,0.277,0.43
"P60","No",0.361,0.541,0.723,0.57
