"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.83,0.232,0.022,0.034
"P06","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.122,0.399,0.821,0.28
"P06","En blanco",0.024,0.1,0.091,0.223
"P06","Aun no tengo decidido mi voto",0.024,0.269,0.066,0.463
"P08","Totalmente seguro",0.805,0.205,0.723,0.229
"P08","Bastante seguro",0.088,0.155,0.122,0.029
"P08","Algo seguro",0.075,0.414,0.066,0.265
"P08","Para nada seguro",0.032,0.226,0.089,0.477
"P09","Tiene Decidido que va a ir a votar",0.953,0.739,0.895,0.701
"P09","Tiene dudas sobre si va a ir a  votar",0.041,0.169,0.06,0.236
"P09","Tiene Decidido que no va a ir a votar",0.006,0.092,0.045,0.063
"P11","Lo votaría",0.121,0.397,0.695,0.119
"P11","Puede que lo vote",0.083,0.307,0.152,0.157
"P11","Nunca lo votaría",0.77,0.278,0.121,0.134
"P11","No sabe",0.026,0.018,0.032,0.59
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",1,0.385,0.328,0.923
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0,0.615,0.672,0.077
"P14","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.72,0.489,0.03,0.048
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.216,0.209,0.416,0.356
"P14","En blanco",0.064,0.302,0.554,0.596
