"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Peor",0.528,0.533,0.524,0.476,0.556,0.559,0.438,0.229,0.6,0.566,0.482,0.513,0.915,0.754,0.323,0,0,0
"Igual",0.262,0.231,0.289,0.346,0.216,0.234,0.373,0.45,0.206,0.251,0.315,0.197,0.026,0.172,0.343,0,0,0
"Mejor",0.115,0.124,0.107,0.178,0.125,0.097,0.068,0.141,0.102,0.118,0.107,0.21,0.045,0.022,0.223,0,0,0
"No sabe",0.095,0.112,0.08,0,0.103,0.11,0.121,0.18,0.092,0.065,0.096,0.08,0.014,0.052,0.111,0,0,0
