"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Peor",0.527,0.532,0.523,0.562,0.5,0.585,0.471,0.378,0.507,0.605,0.544,0.423,0.791,0.743,0.341,0,0,0
"Igual",0.338,0.338,0.338,0.438,0.307,0.311,0.393,0.471,0.337,0.288,0.324,0.447,0.085,0.169,0.514,0,0,0
"Mejor",0.061,0.03,0.087,0,0.108,0.022,0.047,0.016,0.078,0.06,0.059,0.044,0.096,0.05,0.058,0,0,0
"No sabe",0.074,0.1,0.052,0,0.085,0.082,0.089,0.135,0.078,0.047,0.073,0.086,0.028,0.038,0.087,0,0,0
