"clase","Opinión","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"CFK","Muy buena",0.304,0.287,0.319,0.329,0.311,0.316,0.246,0.28,0.306,0.309,0.372,0.033,0.76,0.623,0.029,0,0,0
"CFK","Buena",0.098,0.127,0.073,0.102,0.036,0.13,0.204,0.112,0.065,0.129,0.13,0.015,0.2,0.16,0.03,0,0,0
"CFK","Ni buena ni mala",0.065,0.071,0.059,0.102,0.071,0.068,0.015,0.054,0.076,0.057,0.102,0.033,0,0.11,0.033,0,0,0
"CFK","Mala",0.133,0.138,0.129,0.092,0.137,0.145,0.13,0.111,0.142,0.13,0.154,0.157,0,0.063,0.18,0,0,0
"CFK","Muy mala",0.387,0.357,0.412,0.375,0.437,0.33,0.363,0.399,0.406,0.362,0.23,0.762,0.028,0.033,0.722,0,0,0
"CFK","No sabe",0.013,0.02,0.008,0,0.008,0.011,0.042,0.044,0.005,0.013,0.012,0,0.012,0.011,0.006,0,0,0
"Victoria Villarruel","Muy buena",0.268,0.302,0.239,0.283,0.303,0.24,0.211,0.082,0.326,0.264,0.148,0.514,0.028,0.025,0.524,0,0,0
"Victoria Villarruel","Buena",0.134,0.145,0.124,0.184,0.134,0.117,0.129,0.335,0.116,0.09,0.106,0.317,0,0.015,0.24,0,0,0
"Victoria Villarruel","Ni buena ni mala",0.133,0.077,0.18,0.092,0.088,0.156,0.24,0.277,0.128,0.092,0.241,0.144,0.075,0.153,0.146,0,0,0
"Victoria Villarruel","Mala",0.092,0.072,0.11,0.19,0.063,0.111,0.068,0.103,0.083,0.099,0.124,0.007,0.137,0.129,0.062,0,0,0
"Victoria Villarruel","Muy mala",0.363,0.391,0.338,0.251,0.403,0.376,0.31,0.159,0.347,0.444,0.372,0.018,0.748,0.667,0.028,0,0,0
"Victoria Villarruel","No sabe",0.01,0.013,0.009,0,0.009,0,0.042,0.044,0,0.011,0.009,0,0.012,0.011,0,0,0,0
"Javier Milei","Muy buena",0.261,0.266,0.257,0.19,0.368,0.217,0.101,0.17,0.353,0.193,0.201,0.386,0.027,0.057,0.497,0,0,0
"Javier Milei","Buena",0.135,0.156,0.117,0.233,0.067,0.146,0.228,0.158,0.09,0.175,0.092,0.373,0.016,0.014,0.284,0,0,0
