"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P10","Gran excedente habitual",0,0,0.014,0.02,0.006,0
"P10","Gran excedente excepcional",0,0,0.002,0,0,0
"P10","Pequeño excedente habitual",0,0,0.059,0.041,0.07,0
"P10","Pequeño excedente excepcional",0,0,0.026,0.062,0.02,0
"P10","Alcanza gastos familia",0,0,0.145,0.122,0.159,0.11
"P10","No alcanza gastos familia",0,0,0.13,0.125,0.103,0.372
"P10","Solo NBFamiliares",0.198,0,0.24,0.343,0.189,0.252
"P10","No alcanza NBFamiliares",0.802,0,0.381,0.265,0.453,0.147
"P10","No sabe",0,0,0.003,0.022,0,0.119
"P11","Muy buena",0,0,0.122,0.013,0.035,0
"P11","Buena",0.255,0,0.177,0.079,0.078,0.038
"P11","Ni buena ni mala",0.107,0,0.453,0.452,0.147,0.512
"P11","Mala",0,0,0.105,0.299,0.16,0.254
"P11","Muy mala",0.638,0,0.14,0.151,0.564,0
"P11","No sabe",0,0,0.003,0.006,0.016,0.196
"P12","Muy buena",0.165,0,0.262,0.242,0.319,0.101
"P12","Buena",0,0,0.184,0.093,0.074,0.198
"P12","Ni buena ni mala",0,0,0.136,0.122,0.033,0.257
"P12","Mala",0,0,0.12,0.146,0.129,0.216
"P12","Muy mala",0.197,0,0.298,0.397,0.433,0.032
"P12","No sabe",0.638,0,0,0,0.012,0.196
"P13","Muy buena",0,0,0.07,0.013,0.011,0
"P13","Buena",0,0,0.206,0.055,0.083,0.143
"P13","Ni buena ni mala",0.107,0,0.482,0.52,0.221,0.201
"P13","Mala",0.728,0,0.151,0.242,0.289,0.383
"P13","Muy mala",0.165,0,0.083,0.14,0.396,0.077
"P13","No sabe",0,0,0.008,0.03,0,0.196
"P15","Muy buena",0.09,0,0.16,0.019,0.03,0.022
"P15","Buena",0.638,0,0.324,0.173,0.105,0.071
"P15","Ni buena ni mala",0.107,0,0.449,0.383,0.139,0.61
"P15","Mala",0,0,0.032,0.293,0.166,0.024
"P15","Muy mala",0.165,0,0.033,0.12,0.487,0.077
"P15","No sabe",0,0,0.002,0.012,0.073,0.196
"P16","Gobierno nacional",0.197,0,0.356,0.383,0.294,0.288
"P16","Gobierno provincial",0.165,0,0.434,0.435,0.578,0.555
"P16","No sabe",0.638,0,0.21,0.182,0.128,0.157
"P17","El anterior gobierno de Arabela Carreras",1,0,0.377,0.668,0.421,0.754
"P17","El actual gobierno de Alberto Weretilneck",0,0,0.345,0.265,0.421,0.246
"P17","No sabe",0,0,0.278,0.067,0.158,0
"P18","El anterior gobierno de Alberto Fernández",0,0,0.298,0.404,0.35,0.41
"P18","El actual gobierno de Javier Milei",1,0,0.702,0.548,0.65,0.025
"P18","No sabe",0,0,0,0.048,0,0.565
"P19","Muy buena",0,0,0.018,0.028,0.029,0
"P19","Buena",0.197,0,0.259,0.124,0.032,0.077
"P19","Ni buena ni mala",0.165,0,0.422,0.227,0.121,0.337
"P19","Mala",0,0,0.232,0.448,0.272,0.476
"P19","Muy mala",0.638,0,0.067,0.167,0.497,0.088
"P19","No sabe",0,0,0.002,0.006,0.049,0.022
"P20","Muy buena",0.638,0,0.046,0.007,0.046,0
"P20","Buena",0.197,0,0.118,0.052,0,0.072
"P20","Ni buena ni mala",0,0,0.43,0.22,0.096,0.282
"P20","Mala",0.165,0,0.352,0.478,0.214,0.342
"P20","Muy mala",0,0,0.052,0.229,0.601,0.088
"P20","No sabe",0,0,0.002,0.014,0.043,0.216
"P21","Muy buena",0,0,0,0,0,0
"P21","Buena",0.728,0,0.197,0.112,0.09,0.077
"P21","Ni buena ni mala",0.107,0,0.481,0.263,0.123,0.328
"P21","Mala",0.165,0,0.279,0.45,0.301,0.388
"P21","Muy mala",0,0,0.038,0.166,0.476,0.088
"P21","No sabe",0,0,0.005,0.009,0.01,0.119
"P22","Muy de acuerdo",0.362,0,0.452,0.312,0.259,0.094
"P22","De acuerdo",0.638,0,0.197,0.231,0.145,0
"P22","Ni de acuerdo ni en desacuerdo",0,0,0.282,0.181,0.203,0.423
"P22","En desacuerdo",0,0,0.06,0.181,0.11,0.293
"P22","Muy en desacuerdo",0,0,0.002,0.063,0.234,0
"P22","No sabe",0,0,0.007,0.032,0.049,0.19
"P23","El estado nacional",0.165,0,0.069,0.14,0.293,0.077
"P23","El estado provincial",0.197,0,0.547,0.471,0.306,0.293
"P23","Ambos de forma coordinada",0.638,0,0.302,0.324,0.346,0.33
"P23","No sabe",0,0,0.082,0.065,0.055,0.3
"P24","Inseguridad y narcotráfico",0.258,0,0.256,0.246,0.446,0.104
"P24","Altos impuestos y tarifas",0,0,0.203,0.22,0.136,0.016
"P24","Educación y estado de las escuelas",0.742,0,0.275,0.092,0.049,0
"P24","Inflación",0,0,0.175,0.325,0.033,0.057
"P24","Estado de la salud",0,0,0.009,0.021,0.148,0
"P24","Corrupción",0,0,0.048,0.023,0.176,0.823
"P24","Pobreza",0,0,0.004,0.046,0.005,0
"P24","Medio ambiente, incendios y contaminación",0,0,0.002,0,0,0
"P24","Falta de trabajo",0,0,0.028,0.018,0,0
"P24","No sabe",0,0,0,0.009,0.007,0
"P29","Peor",0.366,0,0.412,0.595,0.694,0.421
"P29","Igual",0.634,0,0.408,0.275,0.285,0.258
"P29","Mejor",0,0,0.12,0.025,0.021,0
"P29","No sabe",0,0,0.06,0.105,0,0.321
"P30","Peor",0.367,0,0.464,0.513,0.781,0.444
"P30","Igual",0,0,0.262,0.263,0.167,0.379
"P30","Mejor",0.633,0,0.165,0.113,0.029,0
"P30","No sabe",0,0,0.109,0.111,0.023,0.177
"P31","Javier Milei",0.17,0,0.408,0.398,0.533,0.466
"P31","Los gobernadores",0.83,0,0.561,0.508,0.372,0.206
"P31","No sabe",0,0,0.031,0.094,0.095,0.328
"P32","Muy buena",0.168,0,0.226,0.046,0.017,0.165
"P32","Buena",0.21,0,0.295,0.141,0.125,0.033
"P32","Ni buena ni mala",0.622,0,0.314,0.364,0.104,0.333
"P32","Mala",0,0,0.114,0.373,0.209,0.317
"P32","Muy mala",0,0,0.026,0.076,0.479,0.152
"P32","No sabe",0,0,0.025,0,0.066,0
"P33","Muy buena",0.731,0,0.07,0.042,0.024,0.078
"P33","Buena",0.099,0,0.129,0.109,0.08,0.157
"P33","Ni buena ni mala",0.17,0,0.355,0.167,0.074,0.086
"P33","Mala",0,0,0.268,0.412,0.223,0.179
"P33","Muy mala",0,0,0.176,0.268,0.599,0.379
"P33","No sabe",0,0,0.002,0.002,0,0.121
"P34","Muy buena",0.098,0,0.164,0.065,0.128,0
"P34","Buena",0,0,0.183,0.149,0.073,0.184
"P34","Ni buena ni mala",0.117,0,0.283,0.295,0.153,0.089
"P34","Mala",0,0,0.233,0.25,0.141,0.424
"P34","Muy mala",0.785,0,0.125,0.172,0.488,0.18
"P34","No sabe",0,0,0.012,0.069,0.017,0.123
"P35","Muy buena",0,0,0.067,0.014,0.027,0.054
"P35","Buena",0,0,0.162,0.112,0.13,0.078
"P35","Ni buena ni mala",0.609,0,0.42,0.319,0.257,0.38
"P35","Mala",0.217,0,0.217,0.168,0.134,0.267
"P35","Muy mala",0.174,0,0.086,0.224,0.423,0.098
"P35","No sabe",0,0,0.048,0.163,0.029,0.123
"P36","Muy buena",0,0,0.327,0.359,0.236,0.091
"P36","Buena",0.828,0,0.126,0.09,0.044,0
"P36","Ni buena ni mala",0,0,0.063,0.039,0.06,0.259
"P36","Mala",0,0,0.191,0.093,0.083,0
"P36","Muy mala",0.172,0,0.282,0.409,0.577,0.544
"P36","No sabe",0,0,0.011,0.01,0,0.106
"P37","Muy buena",0,0,0.177,0.071,0.074,0.084
"P37","Buena",0.172,0,0.117,0.178,0.099,0.248
"P37","Ni buena ni mala",0,0,0.081,0.111,0.117,0.101
"P37","Mala",0,0,0.306,0.196,0.185,0.446
"P37","Muy mala",0.828,0,0.312,0.444,0.525,0.015
"P37","No sabe",0,0,0.007,0,0,0.106
"P38","Muy buena",0,0,0.112,0.031,0.085,0
"P38","Buena",0.204,0,0.2,0.17,0.069,0.173
"P38","Ni buena ni mala",0,0,0.192,0.229,0.091,0.037
"P38","Mala",0.624,0,0.163,0.087,0.193,0.234
"P38","Muy mala",0.172,0,0.333,0.48,0.562,0.45
"P38","No sabe",0,0,0,0.003,0,0.106
"P39","Muy buena",0.094,0,0.284,0.339,0.252,0.031
"P39","Buena",0.11,0,0.123,0.109,0.023,0.022
"P39","Ni buena ni mala",0,0,0.138,0.042,0.125,0.251
"P39","Mala",0.624,0,0.173,0.106,0.019,0
