"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Arabela Carreras",0.46,0.359,0.583,0.436,0.464,0.534,0.326,0.052,0.55,0.491,0.5,0.305,0.758,0.469,0.422,0,0,0
"El actual gobierno de Alberto Weretilneck",0.409,0.553,0.234,0.564,0.447,0.328,0.339,0.588,0.348,0.418,0.262,0.631,0.18,0.373,0.466,0,0,0
"No sabe",0.131,0.088,0.183,0,0.089,0.138,0.335,0.36,0.102,0.091,0.238,0.064,0.062,0.158,0.112,0,0,0
