"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.055,0.134,0.564,0.032
"P06","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.85,0.459,0.081,0.021
"P06","En blanco",0.067,0.206,0.222,0.165
"P06","Aun no tengo decidido mi voto",0.028,0.201,0.133,0.782
"P08","Totalmente seguro",0.714,0.221,0.611,0.05
"P08","Bastante seguro",0.152,0.211,0.181,0.026
"P08","Algo seguro",0.084,0.299,0.112,0.071
"P08","Para nada seguro",0.05,0.269,0.096,0.853
"P09","Tiene Decidido que va a ir a votar",0.927,0.677,0.853,0.855
"P09","Tiene dudas sobre si va a ir a  votar",0.012,0.259,0.055,0.141
"P09","Tiene Decidido que no va a ir a votar",0.061,0.064,0.092,0.004
"P10","Lo votaría",0.206,0.086,0.539,0.124
"P10","Puede que lo vote",0.048,0.369,0.1,0.237
"P10","Nunca lo votaría",0.717,0.472,0.342,0.044
"P10","No sabe",0.029,0.073,0.019,0.595
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0,0.029,0.696,0.137
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",1,0.971,0.304,0.863
"P14","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0,0.124,0.544,0.1
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",1,0.722,0.064,0.044
"P14","En blanco",0,0.154,0.392,0.856
