"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.236,0.063,0.387,0.479,0.11,0.028,0.299,0.131,0.064,0.688,0.126,0.407,0,0.263
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.201,0.318,0.099,0.307,0.113,0.247,0.113,0.14,0.302,0.121,0.461,0.066,0,0.082
"En blanco",0.563,0.619,0.514,0.214,0.777,0.725,0.588,0.729,0.634,0.191,0.413,0.527,1,0.655
