"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.304,0.26,0.34,0.304,0.382,0.246,0.231,0.34,0.267,0.317,0.734,0.139,0.277,0.803,0.804,0.076,0.178,0.072
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.478,0.498,0.462,0.312,0.397,0.632,0.64,0.37,0.508,0.496,0.095,0.705,0.414,0.102,0.102,0.878,0.627,0.321
"En blanco",0.12,0.148,0.097,0.248,0.124,0.052,0.045,0.141,0.149,0.092,0.083,0.08,0.173,0.058,0.07,0.026,0.067,0.436
"No sabe",0.098,0.094,0.101,0.136,0.097,0.07,0.084,0.149,0.076,0.095,0.088,0.076,0.136,0.037,0.024,0.02,0.128,0.171
