"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.264,0.233,0.29,0.304,0.32,0.212,0.177,0.281,0.225,0.286,0.615,0.107,0.288,0.674,0.634,0.074,0.201,0.094
"Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.442,0.432,0.451,0.236,0.359,0.624,0.63,0.311,0.448,0.485,0.135,0.646,0.393,0.132,0.093,0.837,0.598,0.238
"Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.172,0.191,0.155,0.314,0.176,0.088,0.088,0.176,0.22,0.135,0.117,0.173,0.189,0.124,0.177,0.038,0.081,0.567
"La candidata a Jefe de Gobierno de la izquierda",0.03,0.035,0.027,0.041,0.038,0.017,0.018,0.034,0.032,0.028,0.033,0.012,0.022,0.015,0.02,0.003,0.034,0.008
"En blanco",0.045,0.054,0.038,0.054,0.059,0.024,0.034,0.096,0.021,0.045,0.042,0.032,0.023,0.034,0.039,0.021,0.042,0.035
"No sabe",0.047,0.055,0.039,0.051,0.048,0.035,0.053,0.102,0.054,0.021,0.058,0.03,0.085,0.021,0.037,0.027,0.044,0.058
