"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P10","Unión por la Patria",0.24,0.231,0.246,0.192
"P10","Juntos por el Cambio",0.455,0.403,0.313,0.196
"P10","De los liberales libertarios",0.232,0.247,0.248,0.149
"P10","De la Izquierda",0.042,0.032,0.031,0.039
"P10","Hacemos por nuestro país",0.013,0.069,0.061,0.059
"P10","Otro",0.011,0.008,0.03,0.07
"P10","En blanco",0.005,0,0.007,0.074
"P10","No sabe",0.002,0.01,0.064,0.221
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.253,0.215,0.26,0.178
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.433,0.37,0.378,0.187
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.237,0.276,0.191,0.136
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.038,0.06,0.068,0.016
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.023,0.042,0.055,0.104
"P13","En blanco",0.012,0.014,0.022,0.049
"P13","No sabe",0.004,0.023,0.026,0.33
"P16","Union por la Patria",0.287,0.192,0.29,0.231
"P16","Cambiemos",0.471,0.494,0.428,0.249
"P16","Liberales",0.182,0.193,0.105,0.053
"P16","Izquierda",0.033,0.033,0.058,0.033
"P16","No sabe",0.027,0.088,0.119,0.434
"P17","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.26,0.265,0.274,0.267
"P17","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.476,0.438,0.402,0.228
"P17","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.185,0.189,0.143,0.058
"P17","La candidata a Jefe de Gobierno de la izquierda",0.023,0.032,0.054,0.044
"P17","En blanco",0.035,0.032,0.061,0.126
"P17","No sabe",0.021,0.044,0.066,0.277
"P27","Tiene Decidido que va a ir a votar",0.966,0.803,0.781,0.82
"P27","Tiene dudas sobre si va a ir a  votar",0.024,0.187,0.142,0.109
"P27","Tiene Decidido que no va a ir a votar",0.01,0.01,0.077,0.071
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.313,0.229,0.355,0.281
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.504,0.52,0.378,0.265
"P28","En blanco",0.115,0.13,0.157,0.087
"P28","No sabe",0.068,0.121,0.11,0.367
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.509,0.481,0.481,0.306
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.277,0.36,0.243,0.209
"P29","En blanco",0.142,0.107,0.164,0.154
"P29","No sabe",0.072,0.052,0.112,0.331
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.332,0.274,0.389,0.229
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.341,0.43,0.3,0.2
"P30","En blanco",0.226,0.187,0.2,0.218
"P30","No sabe",0.101,0.109,0.111,0.353
"P38","Inflación",0.377,0.401,0.381,0.193
"P38","Desempleo",0.065,0.063,0.065,0.137
"P38","Corrupción",0.311,0.272,0.209,0.404
"P38","Inseguridad",0.105,0.142,0.108,0.081
"P38","Precio del dólar",0.011,0,0.101,0
"P38","Pobreza",0.054,0.054,0.047,0.094
"P38","Narcotráfico",0.002,0.004,0.01,0.018
"P38","Tarifas",0.006,0,0,0
"P38","Otro",0.059,0.047,0.033,0.057
"P38","No sabe",0.01,0.017,0.046,0.016
"P10_imputada","Unión por la Patria",0.24,0.239,0.262,0.301
"P10_imputada","Juntos por el Cambio",0.456,0.403,0.347,0.258
"P10_imputada","De los liberales libertarios",0.232,0.249,0.248,0.177
"P10_imputada","De la Izquierda",0.042,0.032,0.045,0.057
"P10_imputada","Hacemos por nuestro país",0.013,0.069,0.061,0.059
"P10_imputada","Otro",0.011,0.008,0.03,0.074
"P10_imputada","En blanco",0.006,0,0.007,0.074
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.255,0.219,0.263,0.295
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.435,0.376,0.388,0.275
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.237,0.282,0.194,0.23
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.037,0.06,0.074,0.024
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.024,0.049,0.055,0.121
"P13_imputada","En blanco",0.012,0.014,0.026,0.055
"P16_imputada","Union por la Patria",0.292,0.205,0.328,0.397
"P16_imputada","Cambiemos",0.482,0.551,0.49,0.43
"P16_imputada","Liberales",0.19,0.205,0.124,0.14
"P16_imputada","Izquierda",0.036,0.039,0.058,0.033
"P17_imputada","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.264,0.291,0.296,0.36
"P17_imputada","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.479,0.451,0.419,0.324
"P17_imputada","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.189,0.189,0.164,0.09
"P17_imputada","Los candidatos a Jefe de Gobierno de la izquierda",0.027,0.032,0.054,0.065
"P17_imputada","En blanco",0.041,0.037,0.067,0.161
