"var","categoria","Unión por la Patria","Juntos por el Cambio","De los liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.755,0.1,0.07,0.138,0.006,0.068,0.019,0.13
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.096,0.794,0.132,0.107,0.079,0.118,0.019,0.075
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.1,0.062,0.734,0.115,0.204,0.273,0.207,0.079
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.022,0.022,0.012,0.531,0.013,0.131,0,0
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.015,0.014,0.027,0.053,0.571,0.059,0,0.1
"P13","En blanco",0.005,0.004,0.008,0.042,0.103,0.253,0.178,0.051
"P13","No sabe",0.007,0.004,0.017,0.014,0.024,0.098,0.577,0.565
"P16","Union por la Patria",0.779,0.087,0.116,0.293,0.113,0,0.087,0.063
"P16","Cambiemos",0.097,0.822,0.277,0.188,0.479,0.254,0.182,0.103
"P16","Liberales",0.038,0.05,0.537,0.144,0.08,0.051,0,0.017
"P16","Izquierda",0.047,0.012,0.025,0.338,0.027,0.021,0,0
"P16","No sabe",0.039,0.029,0.045,0.037,0.301,0.674,0.731,0.817
"P17","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.679,0.103,0.118,0.44,0.296,0.032,0.081,0.204
"P17","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.106,0.804,0.265,0.062,0.273,0.417,0.251,0.168
"P17","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.088,0.052,0.522,0.124,0.13,0,0.03,0.018
"P17","La candidata a Jefe de Gobierno de la izquierda",0.052,0.009,0.018,0.244,0,0,0,0.017
"P17","En blanco",0.037,0.019,0.051,0.021,0.049,0.443,0.426,0.14
"P17","No sabe",0.038,0.013,0.026,0.109,0.252,0.108,0.212,0.453
"P26","Totalmente seguro",0.689,0.744,0.682,0.725,0.304,0.439,0.359,0.059
"P26","Bastante seguro",0.141,0.141,0.155,0.119,0.335,0.073,0,0.056
"P26","Algo seguro",0.112,0.082,0.117,0.085,0.221,0.192,0.075,0.272
"P26","Para nada seguro",0.058,0.033,0.046,0.071,0.14,0.296,0.566,0.613
"P27","Tiene Decidido que va a ir a votar",0.927,0.936,0.921,0.809,0.874,0.714,0.711,0.696
"P27","Tiene dudas sobre si va a ir a  votar",0.045,0.055,0.061,0.137,0.126,0.128,0.249,0.213
"P27","Tiene Decidido que no va a ir a votar",0.028,0.009,0.018,0.054,0,0.158,0.04,0.091
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.851,0.095,0.106,0.356,0.309,0.148,0.123,0.349
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.074,0.857,0.352,0.093,0.308,0.207,0.435,0.197
"P28","En blanco",0.049,0.019,0.372,0.252,0.083,0.059,0.142,0.044
"P28","No sabe",0.026,0.029,0.17,0.299,0.3,0.586,0.3,0.41
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.337,0.815,0.15,0.33,0.472,0.25,0.179,0.199
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.101,0.138,0.76,0.096,0.381,0.253,0.249,0.154
"P29","En blanco",0.373,0.025,0.062,0.369,0.097,0.149,0.414,0.192
"P29","No sabe",0.189,0.022,0.028,0.205,0.05,0.348,0.158,0.455
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.83,0.157,0.111,0.489,0.168,0.151,0.134,0.127
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.066,0.315,0.739,0.072,0.488,0.323,0.081,0.166
"P30","En blanco",0.06,0.355,0.115,0.307,0.264,0.157,0.666,0.223
"P30","No sabe",0.044,0.173,0.035,0.132,0.08,0.369,0.119,0.484
"P38","Inflación",0.431,0.358,0.383,0.087,0.407,0.115,0.263,0.298
"P38","Desempleo",0.087,0.051,0.076,0,0,0.404,0.103,0.018
"P38","Corrupción",0.144,0.365,0.346,0.247,0.382,0.108,0.295,0.436
"P38","Inseguridad",0.103,0.13,0.102,0.072,0.01,0.1,0.083,0.032
"P38","Precio del dólar",0.031,0.005,0.018,0.063,0,0.04,0,0.071
"P38","Pobreza",0.084,0.031,0.047,0.222,0.148,0.047,0,0.031
"P38","Narcotráfico",0.001,0.006,0,0,0,0,0,0.036
"P38","Tarifas",0.007,0.005,0,0,0,0,0.084,0
"P38","Otro",0.079,0.038,0.022,0.299,0.053,0.186,0,0.078
"P38","No sabe",0.033,0.011,0.006,0.01,0,0,0.172,0
