"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.491,0.464,0.513,0.318,0.437,0.614,0.647,0.45,0.455,0.531,0.285,0.626,0.479,0.363,0.355,0.798,0.681,0.087
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.282,0.339,0.234,0.468,0.293,0.186,0.155,0.298,0.35,0.227,0.179,0.295,0.269,0.09,0.168,0.153,0.209,0.853
"En blanco",0.14,0.126,0.152,0.149,0.171,0.113,0.105,0.122,0.11,0.168,0.353,0.039,0.189,0.351,0.359,0.028,0.047,0.034
"No sabe",0.087,0.071,0.101,0.065,0.099,0.087,0.093,0.13,0.085,0.074,0.183,0.04,0.063,0.196,0.118,0.021,0.063,0.026
