"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P14_imputada","A Juan Pablo Luque gobernador y Ricardo Sastre vicegobernador por Arriba Chubut",0.101,0.238,0.406,0.401
"P14_imputada","A Ignacio Torres gobernador y Gustavo Menna vicegobernador por Juntos por el Cambio",0.257,0.436,0.391,0.283
"P14_imputada","A César Treffinger gobernador y Laura Mirantes vicegobernadora por La Libertad Independiente Chubutense",0.561,0.213,0.047,0.064
"P14_imputada","A Emilse Saavedra gobernadora y Julieta Rusconi vicegobernadora por el Frente de Izquierda y de los Trabajadores-Unidad",0.069,0.043,0.08,0.079
"P14_imputada","A Oscar Petersen gobernador y Nancy Lobos vicegobernadora por el GEN",0.012,0.037,0.018,0.028
"P14_imputada","En blanco",0,0.033,0.058,0.145
"P17_imputada","A Juan Pablo Luque gobernador por la Alianza Arriba Chubut con el apoyo de Cristina Fernández de Kirchner, Sergio Massa, Alberto Fernández, Mariano Arcioni y el Peronismo",0.243,0.234,0.44,0.284
"P17_imputada","A Ignacio Torres gobernador por Juntos por el Cambio con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta, Mauricio Macri, el PRO y la UCR",0.127,0.36,0.354,0.276
"P17_imputada","A César Treffinger gobernador por La Libertad Independiente Chubutense con el apoyo de Javier Milei",0.565,0.336,0.084,0.204
"P17_imputada","A Emilse Saavedra gobernadora por el Frente de Izquierda y de los Trabajadores-Unidad con el apoyo de Gabriel Solano y Vilma Ripoll",0.021,0.023,0.045,0.09
"P17_imputada","A Oscar Petersen gobernador por el GEN",0.025,0.021,0.021,0.013
"P17_imputada","En blanco",0.019,0.026,0.056,0.133
