"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.441,0.3,0.396,0.244
"P05","Bastante",0.335,0.318,0.283,0.294
"P05","Poco",0.151,0.215,0.149,0.165
"P05","Nada",0.069,0.09,0.144,0.224
"P05","No sabe",0.004,0.077,0.028,0.073
"P06","Siempre",0.276,0.134,0.248,0.202
"P06","Casi siempre",0.273,0.356,0.242,0.136
"P06","Casi nunca",0.29,0.328,0.319,0.258
"P06","Nunca, pero esta es una excepción",0.161,0.182,0.191,0.404
"P08","Unión por la Patria",0.11,0.236,0.326,0.105
"P08","Juntos por el Cambio",0.624,0.301,0.112,0.186
"P08","De los Liberales libertarios",0.116,0.228,0.231,0.154
"P08","De la Izquierda",0.022,0.056,0.051,0.143
"P08","Hacemos por nuestro país",0.024,0.013,0.023,0.005
"P08","Otro",0.028,0.08,0.104,0.056
"P08","En blanco",0.035,0.019,0.074,0.103
"P08","No sabe",0.041,0.067,0.079,0.248
"P11","Arriba Chubut",0.142,0.374,0.337,0.153
"P11","Juntos por el Cambio Chubut",0.697,0.276,0.128,0.204
"P11","Por la Libertad Independiente Chubutense",0.061,0.172,0.179,0.126
"P11","Frente de Izquierda",0.034,0.032,0.072,0.081
"P11","Generación para un Encuentro Nacional",0,0.013,0.016,0.015
"P11","Otro",0.023,0.029,0.092,0.039
"P11","En blanco",0.017,0.047,0.09,0.135
"P11","No sabe",0.026,0.057,0.086,0.247
"P14","A Juan Pablo Luque gobernador y Ricardo Sastre vicegobernador por Arriba Chubut",0.134,0.282,0.474,0.259
"P14","A Ignacio Torres gobernador y Gustavo Menna vicegobernador por Juntos por el Cambio",0.771,0.356,0.086,0.169
"P14","A César Treffinger gobernador y Laura Mirantes vicegobernadora por La Libertad Independiente Chubutense",0.043,0.223,0.211,0.048
"P14","A Emilse Saavedra gobernadora y Julieta Rusconi vicegobernadora por el Frente de Izquierda y de los Trabajadores-Unidad",0.041,0.037,0.066,0.104
"P14","A Oscar Petersen gobernador y Nancy Lobos vicegobernadora por el GEN",0,0.031,0.026,0.022
"P14","En blanco",0.001,0.018,0.062,0.104
"P14","No sabe",0.01,0.053,0.075,0.294
"P17","A Juan Pablo Luque gobernador por la Alianza Arriba Chubut con el apoyo de Cristina Fernández de Kirchner, Sergio Massa, Alberto Fernández, Mariano Arcioni y el Peronismo",0.188,0.296,0.5,0.16
"P17","A Ignacio Torres gobernador por Juntos por el Cambio con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta, Mauricio Macri, el PRO y la UCR",0.687,0.257,0.064,0.163
"P17","A César Treffinger gobernador por La Libertad Independiente Chubutense con el apoyo de Javier Milei",0.088,0.26,0.251,0.199
"P17","A Emilse Saavedra gobernadora por el Frente de Izquierda y de los Trabajadores-Unidad con el apoyo de Gabriel Solano y Vilma Ripoll",0.008,0.026,0.058,0.055
"P17","A Oscar Petersen gobernador por el GEN",0,0.045,0.02,0.029
"P17","En blanco",0.009,0.017,0.067,0.087
"P17","No sabe",0.02,0.099,0.04,0.307
"P20","La votaría",0.201,0.28,0.43,0.199
"P20","Puede que la vote",0.104,0.257,0.104,0.072
"P20","Nunca la votaría",0.657,0.427,0.424,0.19
"P20","No sabe",0.038,0.036,0.042,0.539
"P22","La votaría",0.189,0.146,0.192,0.091
"P22","Puede que la vote",0.147,0.257,0.082,0.056
"P22","Nunca la votaría",0.617,0.455,0.683,0.168
"P22","No sabe",0.047,0.142,0.043,0.685
"P23","La votaría",0.08,0.054,0.086,0.056
"P23","Puede que la vote",0.075,0.287,0.105,0.01
"P23","Nunca la votaría",0.756,0.49,0.699,0.212
"P23","No sabe",0.089,0.169,0.11,0.722
"P24","La votaría",0.059,0.093,0.035,0.029
"P24","Puede que la vote",0.085,0.18,0.088,0.058
"P24","Nunca la votaría",0.759,0.583,0.748,0.238
"P24","No sabe",0.097,0.144,0.129,0.675
"P25","Si",0.474,0.311,0.362,0.321
"P25","No",0.526,0.689,0.638,0.679
