"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P14_imputada","A Juan Pablo Luque gobernador y Ricardo Sastre vicegobernador por Arriba Chubut",0.377,0.336,0.379,0.265,0.169
"P14_imputada","A Ignacio Torres gobernador y Gustavo Menna vicegobernador por Juntos por el Cambio",0.311,0.408,0.306,0.334,0.328
"P14_imputada","A César Treffinger gobernador y Laura Mirantes vicegobernadora por La Libertad Independiente Chubutense",0.136,0.16,0.166,0.129,0.264
"P14_imputada","A Emilse Saavedra gobernadora y Julieta Rusconi vicegobernadora por el Frente de Izquierda y de los Trabajadores-Unidad",0.076,0.044,0.096,0.085,0.165
"P14_imputada","A Oscar Petersen gobernador y Nancy Lobos vicegobernadora por el GEN",0.042,0.016,0.011,0.046,0.074
"P14_imputada","En blanco",0.058,0.036,0.042,0.141,0
"P17_imputada","A Juan Pablo Luque gobernador por la Alianza Arriba Chubut con el apoyo de Cristina Fernández de Kirchner, Sergio Massa, Alberto Fernández, Mariano Arcioni y el Peronismo",0.401,0.34,0.386,0.267,0.348
"P17_imputada","A Ignacio Torres gobernador por Juntos por el Cambio con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta, Mauricio Macri, el PRO y la UCR",0.281,0.405,0.242,0.191,0.127
"P17_imputada","A César Treffinger gobernador por La Libertad Independiente Chubutense con el apoyo de Javier Milei",0.203,0.179,0.26,0.263,0.364
"P17_imputada","A Emilse Saavedra gobernadora por el Frente de Izquierda y de los Trabajadores-Unidad con el apoyo de Gabriel Solano y Vilma Ripoll",0.036,0.026,0.036,0.144,0.097
"P17_imputada","A Oscar Petersen gobernador por el GEN",0.028,0.017,0.007,0.031,0.029
"P17_imputada","En blanco",0.051,0.033,0.069,0.104,0.035
