"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.458,0.311,0.374,0.23
"P05","Bastante",0.293,0.308,0.304,0.232
"P05","Poco",0.161,0.155,0.157,0.165
"P05","Nada",0.079,0.146,0.134,0.287
"P05","No sabe",0.009,0.08,0.031,0.086
"P06","Siempre",0.265,0.219,0.232,0.191
"P06","Casi siempre",0.275,0.239,0.238,0.18
"P06","Casi nunca",0.273,0.333,0.335,0.212
"P06","Nunca, pero esta es una excepción",0.187,0.209,0.195,0.417
"P08","Unión por la Patria",0.453,0.242,0.082,0.041
"P08","Juntos por el Cambio",0.163,0.33,0.404,0.181
"P08","De los Liberales libertarios",0.106,0.132,0.258,0.145
"P08","De la Izquierda",0.054,0.021,0.057,0.155
"P08","Hacemos por nuestro país",0.021,0.02,0.026,0.006
"P08","Otro",0.093,0.065,0.071,0.076
"P08","En blanco",0.027,0.119,0.049,0.097
"P08","No sabe",0.083,0.071,0.053,0.299
"P11","Arriba Chubut",0.603,0.314,0.038,0.056
"P11","Juntos por el Cambio Chubut",0.135,0.267,0.496,0.172
"P11","Por la Libertad Independiente Chubutense",0.07,0.095,0.184,0.167
"P11","Frente de Izquierda",0.063,0.052,0.065,0.099
"P11","Generación para un Encuentro Nacional",0,0.024,0.02,0.015
"P11","Otro",0.053,0.042,0.053,0.084
"P11","En blanco",0.011,0.07,0.091,0.158
"P11","No sabe",0.065,0.136,0.053,0.249
"P14","A Juan Pablo Luque gobernador y Ricardo Sastre vicegobernador por Arriba Chubut",0.735,0.413,0.047,0.12
"P14","A Ignacio Torres gobernador y Gustavo Menna vicegobernador por Juntos por el Cambio",0.123,0.212,0.521,0.18
"P14","A César Treffinger gobernador y Laura Mirantes vicegobernadora por La Libertad Independiente Chubutense",0.064,0.178,0.205,0.066
"P14","A Emilse Saavedra gobernadora y Julieta Rusconi vicegobernadora por el Frente de Izquierda y de los Trabajadores-Unidad",0.06,0.051,0.056,0.138
"P14","A Oscar Petersen gobernador y Nancy Lobos vicegobernadora por el GEN",0.002,0.073,0.021,0.08
"P14","En blanco",0.008,0.013,0.07,0.053
"P14","No sabe",0.008,0.06,0.08,0.363
"P17","A Juan Pablo Luque gobernador por la Alianza Arriba Chubut con el apoyo de Cristina Fernández de Kirchner, Sergio Massa, Alberto Fernández, Mariano Arcioni y el Peronismo",0.753,0.444,0.08,0.075
"P17","A Ignacio Torres gobernador por Juntos por el Cambio con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta, Mauricio Macri, el PRO y la UCR",0.061,0.24,0.462,0.156
"P17","A César Treffinger gobernador por La Libertad Independiente Chubutense con el apoyo de Javier Milei",0.116,0.158,0.265,0.176
"P17","A Emilse Saavedra gobernadora por el Frente de Izquierda y de los Trabajadores-Unidad con el apoyo de Gabriel Solano y Vilma Ripoll",0.007,0.018,0.051,0.13
"P17","A Oscar Petersen gobernador por el GEN",0.006,0.04,0.011,0.095
"P17","En blanco",0.007,0.01,0.077,0.055
"P17","No sabe",0.05,0.09,0.054,0.313
"P21","La votaría",0.191,0.26,0.422,0.112
"P21","Puede que la vote",0.116,0.277,0.119,0.046
"P21","Nunca la votaría",0.615,0.389,0.409,0.186
"P21","No sabe",0.078,0.074,0.05,0.656
"P22","La votaría",0.147,0.113,0.22,0.103
"P22","Puede que la vote",0.067,0.299,0.124,0.061
"P22","Nunca la votaría",0.71,0.436,0.586,0.243
"P22","No sabe",0.076,0.152,0.07,0.593
"P23","La votaría",0.078,0.126,0.073,0.029
"P23","Puede que la vote",0.115,0.297,0.072,0.037
"P23","Nunca la votaría",0.658,0.36,0.76,0.233
"P23","No sabe",0.149,0.217,0.095,0.701
"P24","La votaría",0.082,0.037,0.034,0.032
"P24","Puede que la vote",0.088,0.226,0.079,0.035
"P24","Nunca la votaría",0.674,0.499,0.788,0.264
"P24","No sabe",0.156,0.238,0.099,0.669
"P25","Si",0.471,0.271,0.379,0.262
"P25","No",0.529,0.729,0.621,0.738
