"var","categoria","Unión por la Patria","Juntos por el Cambio","De los Liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P14_imputada","A Juan Pablo Luque gobernador y Ricardo Sastre vicegobernador por Arriba Chubut",0.664,0.195,0.188,0.137,0.358,0.369,0.158,0.563
"P14_imputada","A Ignacio Torres gobernador y Gustavo Menna vicegobernador por Juntos por el Cambio",0.197,0.714,0.238,0.105,0.155,0.138,0.221,0.207
"P14_imputada","A César Treffinger gobernador y Laura Mirantes vicegobernadora por La Libertad Independiente Chubutense",0.041,0.067,0.472,0.063,0.277,0.176,0.158,0.089
"P14_imputada","A Emilse Saavedra gobernadora y Julieta Rusconi vicegobernadora por el Frente de Izquierda y de los Trabajadores-Unidad",0.074,0.002,0.019,0.581,0.156,0.068,0.1,0.042
"P14_imputada","A Oscar Petersen gobernador y Nancy Lobos vicegobernadora por el GEN",0.011,0.007,0.039,0.035,0.054,0.074,0.077,0.053
"P14_imputada","En blanco",0.013,0.015,0.044,0.079,0,0.175,0.286,0.046
"P17_imputada","A Juan Pablo Luque gobernador por la Alianza Arriba Chubut con el apoyo de Cristina Fernández de Kirchner, Sergio Massa, Alberto Fernández, Mariano Arcioni y el Peronismo",0.74,0.234,0.123,0.225,0.098,0.427,0.33,0.472
"P17_imputada","A Ignacio Torres gobernador por Juntos por el Cambio con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta, Mauricio Macri, el PRO y la UCR",0.122,0.662,0.132,0.049,0.307,0.168,0.089,0.233
"P17_imputada","A César Treffinger gobernador por La Libertad Independiente Chubutense con el apoyo de Javier Milei",0.079,0.084,0.629,0.156,0.443,0.183,0.283,0.159
"P17_imputada","A Emilse Saavedra gobernadora por el Frente de Izquierda y de los Trabajadores-Unidad con el apoyo de Gabriel Solano y Vilma Ripoll",0.038,0.002,0.026,0.445,0,0.05,0,0.055
"P17_imputada","A Oscar Petersen gobernador por el GEN",0.003,0.008,0.065,0.043,0.055,0.046,0,0
"P17_imputada","En blanco",0.018,0.01,0.025,0.082,0.097,0.126,0.298,0.081
