"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Axel Kicillof presidente y Sergio Massa gobernador por Unión por la Patria",0.348,0.334,0.362,0.316,0.389,0.334,0.312,0.333,0.335,0.385,0.358,0.33,0.695,0.109,0.151
"Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.316,0.286,0.346,0.25,0.218,0.385,0.477,0.292,0.317,0.341,0.308,0.333,0.072,0.582,0.258
"Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.181,0.232,0.133,0.251,0.231,0.149,0.067,0.218,0.194,0.122,0.183,0.178,0.093,0.196,0.331
"Los candidatos a presidente y a gobernador del Frente de Izquierda",0.033,0.034,0.031,0.062,0.041,0.015,0.015,0.025,0.034,0.039,0.027,0.043,0.028,0.016,0.024
"En blanco",0.042,0.04,0.043,0.048,0.036,0.042,0.047,0.044,0.039,0.044,0.039,0.047,0.039,0.034,0.06
"No sabe",0.08,0.074,0.085,0.073,0.085,0.075,0.082,0.088,0.081,0.069,0.085,0.069,0.073,0.063,0.176
