"var","categoria","Si","No"
"P06","Unión por la Patria y el peronismo",0.412,0.366
"P06","Juntos por el Cambio ",0.338,0.334
"P06","De los Liberales libertarios",0.167,0.171
"P06","De la Izquierda",0.026,0.032
"P06","No sabe",0.057,0.097
"P07","A Sergio Massa",0.326,0.26
"P07","A Daniel Scioli",0.092,0.053
"P07","A algún candidato del peronismo",0.134,0.114
"P07","A algún candidato del kirchnerismo",0.448,0.573
"P08","A Horacio Rodriguez Larreta",0.139,0.182
"P08","A Patricia Bullrich",0.754,0.728
"P08","A Facundo Manes",0.064,0.062
"P08","A Gerardo Morales",0.043,0.028
"P09","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.13,0.115
"P09","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.255,0.252
"P09","Daniel Scioli presidente y Victoria Tolosa Paz gobernadora por Unión por la Patria",0.039,0.029
"P09","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.259,0.251
"P09","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.083,0.099
"P09","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.183,0.164
"P09","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.02,0.028
"P09","En blanco",0.008,0.024
"P09","No sabe",0.023,0.038
"P12","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.124,0.126
"P12","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.261,0.242
"P12","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.269,0.259
"P12","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.095,0.102
"P12","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.173,0.146
"P12","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.039,0.04
"P12","En blanco",0.008,0.03
"P12","No sabe",0.031,0.055
"P15","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.284,0.281
"P15","Daniel Scioli presidente y Victoria Tolosa Paz gobernadora por Unión por la Patria",0.087,0.062
"P15","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.248,0.261
"P15","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.085,0.095
"P15","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.192,0.16
"P15","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.037,0.041
"P15","En blanco",0.018,0.036
"P15","No sabe",0.049,0.064
"P18","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.344,0.319
"P18","Daniel Scioli presidente y Victoria Tolosa Paz gobernadora por Unión por la Patria",0.073,0.044
"P18","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.256,0.246
"P18","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.086,0.106
"P18","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.171,0.168
"P18","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.028,0.031
"P18","En blanco",0.006,0.027
"P18","No sabe",0.036,0.059
"P21","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.344,0.296
"P21","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.244,0.28
"P21","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.1,0.105
"P21","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.178,0.145
"P21","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.038,0.051
"P21","En blanco",0.03,0.036
"P21","No sabe",0.066,0.087
"P24","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.302,0.277
"P24","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.253,0.201
"P24","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.174,0.175
"P24","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.187,0.223
"P24","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.024,0.028
"P24","En blanco",0.017,0.03
"P24","No sabe",0.043,0.066
"P25","Axel Kicillof presidente y Sergio Massa gobernador por Unión por la Patria",0.312,0.276
"P25","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.237,0.209
"P25","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.157,0.17
"P25","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.196,0.218
"P25","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.029,0.031
"P25","En blanco",0.022,0.025
"P25","No sabe",0.047,0.071
"P26","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.35,0.319
"P26","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.309,0.325
"P26","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.182,0.172
"P26","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.04,0.043
"P26","En blanco",0.034,0.046
"P26","No sabe",0.085,0.095
"P27","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.354,0.318
"P27","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.248,0.242
"P27","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.22,0.207
"P27","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.038,0.054
"P27","En blanco",0.049,0.058
"P27","No sabe",0.091,0.121
"P28","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.397,0.346
"P28","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.325,0.326
"P28","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.177,0.171
"P28","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.029,0.038
"P28","En blanco",0.024,0.039
"P28","No sabe",0.048,0.08
"P29","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.394,0.355
"P29","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.241,0.257
"P29","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.226,0.214
"P29","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.032,0.027
"P29","En blanco",0.042,0.045
"P29","No sabe",0.065,0.102
"P30","Axel Kicillof presidente y Sergio Massa gobernador por Unión por la Patria",0.388,0.347
"P30","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.303,0.322
"P30","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.187,0.17
"P30","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.033,0.034
"P30","En blanco",0.029,0.038
"P30","No sabe",0.06,0.089
"P31","Axel Kicillof presidente y Sergio Massa gobernador por Unión por la Patria",0.38,0.33
"P31","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.232,0.258
"P31","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.227,0.214
"P31","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.03,0.047
"P31","En blanco",0.053,0.051
"P31","No sabe",0.078,0.1
"P32","Daniel Scioli presidente y Victoria Tolosa Paz gobernadora por Unión por la Patria",0.278,0.206
"P32","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.304,0.328
"P32","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.177,0.175
"P32","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.051,0.07
"P32","En blanco",0.078,0.075
"P32","No sabe",0.112,0.146
"P33","Daniel Scioli presidente y Victoria Tolosa Paz gobernadora por Unión por la Patria",0.273,0.197
"P33","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.248,0.255
"P33","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.226,0.215
"P33","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.049,0.063
"P33","En blanco",0.087,0.102
"P33","No sabe",0.117,0.168
"P34","Axel Kicillof por Unión por la Patria",0.416,0.379
"P34","Nestor Grindetti por Juntos por el Cambio",0.318,0.325
"P34","Guillermo Britos por la Libertad Avanza",0.148,0.147
"P34","Al candidato del Frente de Izquierda",0.028,0.028
"P34","En blanco",0.033,0.042
"P34","No sabe",0.057,0.079
"P35","Axel Kicillof por Unión por la Patria",0.416,0.38
"P35","Diego Santilli por Juntos por el Cambio",0.301,0.314
"P35","Guillermo Britos por la Libertad Avanza",0.169,0.167
"P35","Al candidato del Frente de Izquierda",0.025,0.028
"P35","En blanco",0.044,0.043
"P35","No sabe",0.045,0.068
"P36","Sergio Massa por Unión por la Patria",0.363,0.314
"P36","Nestor Grindetti por Juntos por el Cambio",0.311,0.34
"P36","Guillermo Britos por la Libertad Avanza",0.159,0.16
"P36","Al candidato del Frente de Izquierda",0.041,0.043
"P36","En blanco",0.052,0.048
"P36","No sabe",0.074,0.095
"P37","Sergio Massa por Unión por la Patria",0.346,0.319
"P37","Diego Santilli por Juntos por el Cambio",0.29,0.312
"P37","Guillermo Britos por la Libertad Avanza",0.175,0.17
"P37","Al candidato del Frente de Izquierda",0.042,0.048
"P37","En blanco",0.063,0.053
"P37","No sabe",0.084,0.098
"P38","Victoria Tolosa Paz por Unión por la Patria",0.285,0.211
"P38","Nestor Grindetti por Juntos por el Cambio",0.305,0.331
"P38","Guillermo Britos por la Libertad Avanza",0.162,0.169
"P38","Al candidato del Frente de Izquierda",0.059,0.069
"P38","En blanco",0.085,0.094
"P38","No sabe",0.104,0.126
"P39","Victoria Tolosa Paz por Unión por la Patria",0.281,0.218
"P39","Diego Santilli por Juntos por el Cambio",0.309,0.308
"P39","Guillermo Britos por la Libertad Avanza",0.176,0.168
"P39","Al candidato del Frente de Izquierda",0.052,0.06
"P39","En blanco",0.085,0.111
"P39","No sabe",0.097,0.135
"P40","Lo votaría",0.399,0.384
"P40","Puede que lo vote",0.06,0.071
"P40","Nunca lo votaría",0.512,0.51
"P40","No sabe",0.029,0.035
"P41","La votaría",0.192,0.132
"P41","Puede que la vote",0.169,0.193
"P41","Nunca la votaría",0.595,0.604
"P41","No sabe",0.044,0.071
"P42","Lo votaría",0.274,0.239
"P42","Puede que lo vote",0.132,0.165
"P42","Nunca lo votaría",0.531,0.515
"P42","No sabe",0.063,0.081
"P43","Lo votaría",0.25,0.243
"P43","Puede que lo vote",0.177,0.189
"P43","Nunca lo votaría",0.533,0.512
"P43","No sabe",0.04,0.056
"P44","Lo votaría",0.161,0.134
"P44","Puede que lo vote",0.136,0.152
"P44","Nunca lo votaría",0.644,0.612
"P44","No sabe",0.059,0.102
"P45","Muy buena",0.342,0.315
"P45","Buena",0.068,0.079
"P45","Ni buena ni mala",0.133,0.112
"P45","Mala",0.069,0.096
"P45","Muy mala",0.383,0.378
"P45","No sabe",0.005,0.02
"P46","Muy buena",0.109,0.103
"P46","Buena",0.152,0.107
"P46","Ni buena ni mala",0.172,0.208
"P46","Mala",0.141,0.161
"P46","Muy mala",0.407,0.369
"P46","No sabe",0.019,0.052
"P47","Muy buena",0.134,0.137
"P47","Buena",0.164,0.169
"P47","Ni buena ni mala",0.229,0.219
"P47","Mala",0.146,0.151
"P47","Muy mala",0.247,0.227
"P47","No sabe",0.08,0.097
"P48","Muy buena",0.16,0.155
"P48","Buena",0.188,0.191
"P48","Ni buena ni mala",0.197,0.206
"P48","Mala",0.175,0.178
"P48","Muy mala",0.249,0.211
"P48","No sabe",0.031,0.059
"P49","Muy buena",0.105,0.055
"P49","Buena",0.087,0.128
"P49","Ni buena ni mala",0.274,0.296
"P49","Mala",0.139,0.132
"P49","Muy mala",0.274,0.222
"P49","No sabe",0.121,0.167
"P50","Siempre",0.478,0.183
"P50","Casi siempre",0.345,0.447
"P50","Casi nunca",0.139,0.241
"P50","Nunca, pero esta es una excepción",0.038,0.129
