"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Siempre",0.338,0.335,0.341,0.263,0.34,0.337,0.399,0.352,0.322,0.346,0.337,0.339,0.34,0.36,0.277
"Casi siempre",0.397,0.402,0.392,0.324,0.407,0.424,0.4,0.374,0.407,0.407,0.397,0.398,0.392,0.396,0.485
"Casi nunca",0.187,0.19,0.184,0.275,0.183,0.177,0.135,0.188,0.192,0.18,0.186,0.189,0.18,0.19,0.156
"Nunca, pero esta es una excepción",0.078,0.073,0.083,0.138,0.07,0.062,0.066,0.086,0.079,0.067,0.08,0.074,0.088,0.054,0.082
