"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.35,0.32,0.379,0.295,0.384,0.355,0.319,0.326,0.34,0.392,0.351,0.349,0.703,0.103,0.153
"Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.25,0.234,0.266,0.235,0.185,0.283,0.354,0.237,0.24,0.28,0.25,0.252,0.066,0.449,0.274
"Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.218,0.263,0.176,0.3,0.272,0.184,0.088,0.238,0.238,0.168,0.218,0.219,0.107,0.264,0.264
"Los candidatos a presidente y a gobernador del Frente de Izquierda",0.031,0.043,0.019,0.061,0.039,0.011,0.015,0.027,0.031,0.035,0.029,0.035,0.022,0.017,0.071
"En blanco",0.048,0.049,0.047,0.05,0.035,0.059,0.056,0.055,0.044,0.044,0.047,0.048,0.037,0.049,0.038
"No sabe",0.103,0.091,0.113,0.059,0.085,0.108,0.168,0.117,0.107,0.081,0.105,0.097,0.065,0.118,0.2
