"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Gerardo Zamora por el Frente Civico por Santiago",0.739,0.73,0.747,0.789,0.843,0.575,0.496,0.813,0.671,0.632,0.882,0.291,0.296
"Pablo Mirolo por el Frente Renovador",0.124,0.109,0.139,0.123,0.095,0.161,0.165,0.112,0.154,0.105,0.081,0.194,0.543
"Marcelo Lugones por Juntos por el Cambio",0.081,0.115,0.049,0.028,0.033,0.189,0.245,0.059,0.092,0.135,0.008,0.371,0.161
"Emilio Rached por Juntos por el Cambio",0.035,0.023,0.047,0.041,0.016,0.044,0.064,0.012,0.047,0.086,0.021,0.092,0
"Guillermo Suarez Melean por Juntos por el Cambio",0.016,0.014,0.018,0.019,0.006,0.031,0.011,0.004,0.036,0.013,0.006,0.044,0
"Natalia Neme por Juntos por el Cambio",0.005,0.009,0,0,0.007,0,0.019,0,0,0.029,0.002,0.008,0
