"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Gerardo Zamora por el Frente Civico por Santiago",0.68,0.661,0.698,0.749,0.743,0.557,0.441,0.768,0.61,0.529,0.832,0.258,0.227
"Pablo Mirolo por el Frente Renovador",0.107,0.1,0.114,0.1,0.091,0.128,0.152,0.101,0.138,0.064,0.077,0.139,0.543
"Marcelo Lugones por Juntos por el Cambio",0.078,0.11,0.047,0.027,0.031,0.182,0.231,0.059,0.092,0.111,0.008,0.353,0.161
"Emilio Rached por Juntos por el Cambio",0.032,0.023,0.04,0.041,0.014,0.038,0.053,0.012,0.047,0.066,0.021,0.076,0
"Guillermo Suarez Melean por Juntos por el Cambio",0.013,0.014,0.013,0.019,0.005,0.019,0.011,0,0.035,0.013,0.006,0.044,0
"Natalia Neme por Juntos por el Cambio",0.004,0.009,0,0,0.007,0,0.019,0,0,0.029,0.002,0.008,0
"No sabe",0.086,0.083,0.088,0.064,0.109,0.076,0.093,0.06,0.078,0.188,0.054,0.122,0.069
