"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P34","No sabe",0.012,0,0.009,0,0.032,0.005,0,0.012,0.061
"P35","Muy buena",0.13,0.051,0.08,0.07,0.18,0.072,0.07,0.015,0.092
"P35","Buena",0.18,0.482,0.268,0.283,0.16,0.153,0.388,0.181,0.153
"P35","Ni buena ni mala",0.152,0.11,0.219,0.085,0.229,0.176,0.292,0.133,0.118
"P35","Mala",0.161,0.079,0.083,0.14,0.11,0.156,0.136,0.116,0.156
"P35","Muy mala",0.37,0.278,0.347,0.416,0.321,0.431,0.114,0.545,0.477
"P35","No sabe",0.007,0,0.003,0.006,0,0.012,0,0.01,0.004
"P36","Muy buena",0.227,0.169,0.134,0.378,0.197,0.111,0.069,0.329,0.325
"P36","Buena",0.214,0.242,0.216,0.039,0.068,0.193,0.029,0.134,0.214
"P36","Ni buena ni mala",0.162,0.137,0.093,0.093,0.125,0.221,0.065,0.182,0.091
"P36","Mala",0.151,0.073,0.13,0.114,0.138,0.116,0.131,0.074,0.065
"P36","Muy mala",0.232,0.229,0.401,0.35,0.436,0.354,0.706,0.281,0.257
"P36","No sabe",0.014,0.15,0.026,0.026,0.036,0.005,0,0,0.048
"P37","Muy buena",0.165,0.113,0.088,0.29,0.11,0.209,0.071,0.207,0.209
"P37","Buena",0.161,0.065,0.083,0.177,0.045,0.088,0.019,0.176,0.198
"P37","Ni buena ni mala",0.249,0.2,0.205,0.154,0.283,0.288,0.105,0.299,0.213
"P37","Mala",0.142,0.081,0.098,0.102,0.067,0.073,0.123,0.087,0.118
"P37","Muy mala",0.259,0.376,0.479,0.193,0.406,0.337,0.639,0.231,0.16
"P37","No sabe",0.024,0.165,0.047,0.084,0.089,0.005,0.043,0,0.102
