"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P7","Al candidato del Frente de Todos",0.48,0.652,0.542,0.245,0.364,0.339,0.7,0.314,0.213
"P7","Al candidato de Juntos por el Cambio",0.3,0.156,0.262,0.513,0.397,0.239,0.089,0.345,0.418
"P7","Al candidato de los liberales - libertarios",0.092,0.137,0.014,0.035,0.062,0.286,0.093,0.249,0.212
"P7","Al candidato de la Izquierda",0.001,0.006,0.112,0.007,0.021,0.053,0.011,0.012,0.024
"P7","A otro candidato",0.051,0.012,0.058,0.132,0.101,0.041,0.019,0.025,0.06
"P7","No sabe",0.076,0.037,0.012,0.068,0.055,0.042,0.088,0.055,0.073
"P8","A Julio Zamora por el Frente de Todos",0.431,0.5,0.403,0.14,0.353,0.365,0.521,0.222,0.185
"P8","A Malena Galmarini por el Frente de Todos",0.1,0.128,0.138,0.118,0.048,0.065,0.14,0.133,0.145
"P8","A Segundo Cernadas por Cambiemos",0.246,0.147,0.223,0.398,0.275,0.259,0.16,0.26,0.375
"P8","A Nicolás Massot por Cambiemos",0.101,0.059,0.08,0.134,0.127,0.104,0.03,0.115,0.086
"P8","Al candidato de los liberales libertarios",0.066,0.102,0.056,0.063,0.093,0.132,0.049,0.224,0.099
"P8","A Paula Akerfeld por el Frente de Izquierda",0.006,0.037,0.046,0.027,0.021,0.039,0.029,0.03,0.018
"P8","No sabe",0.05,0.027,0.054,0.12,0.083,0.036,0.071,0.016,0.092
"P10","A Julio Zamora por el Frente de Todos",0.456,0.657,0.499,0.328,0.38,0.369,0.678,0.254,0.121
"P10","A Segundo Cernadas por Cambiemos",0.297,0.16,0.313,0.254,0.4,0.305,0.126,0.389,0.415
"P10","Al candidato de los liberales libertarios",0.153,0.117,0.052,0.118,0.098,0.143,0.043,0.141,0.253
"P10","A Paula Akerfeld por el Frente de Izquierda",0.014,0.006,0.073,0.063,0.025,0.115,0.011,0.038,0.047
"P10","No sabe",0.08,0.06,0.063,0.237,0.097,0.068,0.142,0.178,0.164
"P12","A Malena Galmarini por el Frente de Todos",0.359,0.548,0.392,0.171,0.317,0.255,0.482,0.257,0.264
"P12","A Segundo Cernadas por Cambiemos",0.347,0.133,0.355,0.544,0.297,0.333,0.281,0.408,0.445
"P12","Al candidato de los liberales libertarios",0.157,0.102,0.084,0.025,0.101,0.177,0.001,0.204,0.195
"P12","A Paula Akerfeld por el Frente de Izquierda",0.039,0.046,0.003,0.026,0.057,0.061,0.04,0.037,0.013
"P12","No sabe",0.098,0.171,0.166,0.234,0.228,0.174,0.196,0.094,0.083
"P14","Muy buena",0.151,0.141,0.206,0.127,0.089,0.045,0.207,0.135,0.141
"P14","Buena",0.179,0.409,0.11,0.116,0.161,0.167,0.26,0.112,0.104
"P14","Ni buena ni mala",0.21,0.105,0.277,0.131,0.251,0.157,0.277,0.106,0.243
"P14","Mala",0.185,0.088,0.184,0.166,0.161,0.221,0.088,0.149,0.071
"P14","Muy mala",0.228,0.193,0.181,0.43,0.216,0.327,0.162,0.479,0.31
"P14","No sabe",0.047,0.064,0.042,0.03,0.122,0.083,0.006,0.019,0.131
"P15","Muy buena",0.285,0.298,0.309,0.161,0.237,0.142,0.268,0.045,0.061
"P15","Buena",0.176,0.304,0.281,0.057,0.24,0.274,0.403,0.072,0.075
"P15","Ni buena ni mala",0.257,0.198,0.264,0.314,0.188,0.243,0.171,0.201,0.315
"P15","Mala",0.145,0.067,0.07,0.144,0.229,0.161,0.014,0.408,0.195
"P15","Muy mala",0.111,0.133,0.064,0.29,0.076,0.18,0.144,0.215,0.243
"P15","No sabe",0.026,0,0.012,0.034,0.03,0,0,0.059,0.111
"P16","Muy buena",0.179,0.039,0.202,0.216,0.212,0.125,0.083,0.272,0.24
"P16","Buena",0.201,0.225,0.239,0.139,0.143,0.181,0.053,0.107,0.238
"P16","Ni buena ni mala",0.208,0.44,0.3,0.156,0.273,0.295,0.247,0.366,0.241
"P16","Mala",0.167,0.116,0.064,0.08,0.079,0.209,0.223,0.057,0.102
"P16","Muy mala",0.143,0.05,0.105,0.297,0.129,0.158,0.344,0.082,0.057
"P16","No sabe",0.102,0.13,0.09,0.112,0.164,0.032,0.05,0.116,0.122
"P17","Muy buena",0.05,0.156,0.129,0.079,0.051,0.024,0,0.055,0.028
"P17","Buena",0.074,0.036,0.046,0.062,0.006,0.053,0.019,0.048,0.035
"P17","Ni buena ni mala",0.366,0.432,0.269,0.387,0.305,0.383,0.287,0.441,0.255
"P17","Mala",0.097,0.07,0.121,0.03,0.154,0.128,0.077,0.047,0.071
"P17","Muy mala",0.074,0.024,0.085,0.146,0.026,0.077,0.149,0.038,0.104
"P17","No sabe",0.339,0.282,0.35,0.296,0.458,0.335,0.468,0.371,0.507
"P18","Muy buena",0.113,0.141,0.099,0.304,0.093,0.07,0.038,0.092,0.097
"P18","Buena",0.117,0.096,0.052,0.096,0.014,0.086,0.039,0.045,0.102
"P18","Ni buena ni mala",0.317,0.341,0.443,0.275,0.366,0.412,0.378,0.41,0.313
"P18","Mala",0.172,0.08,0.057,0.042,0.076,0.074,0.107,0.131,0.113
"P18","Muy mala",0.044,0.092,0.149,0.218,0.068,0.165,0.148,0.071,0.082
"P18","No sabe",0.237,0.25,0.2,0.065,0.383,0.193,0.29,0.251,0.293
"P19","Muy buena",0.226,0.162,0.362,0.123,0.227,0.156,0.404,0.056,0.035
"P19","Buena",0.28,0.35,0.26,0.082,0.172,0.273,0.315,0.168,0.063
"P19","Ni buena ni mala",0.25,0.315,0.249,0.234,0.327,0.224,0.11,0.187,0.289
"P19","Mala",0.159,0.061,0.027,0.105,0.139,0.135,0.034,0.285,0.246
"P19","Muy mala",0.071,0.083,0.074,0.363,0.105,0.212,0.137,0.287,0.26
"P19","No sabe",0.014,0.029,0.028,0.093,0.03,0,0,0.017,0.107
"P20","Que continúe el intendente Julio Zamora",0.241,0.128,0.293,0.065,0.184,0.212,0.373,0.111,0.045
"P20","Que continúe Julio Zamora pero con mejoras",0.297,0.546,0.329,0.064,0.265,0.255,0.382,0.182,0.127
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.152,0.025,0.274,0.061,0.234,0.139,0.084,0.141,0.122
"P20","Que cambie el intendente Julio Zamora",0.31,0.301,0.104,0.81,0.317,0.394,0.161,0.566,0.706
"P22","La seguridad",0.199,0.198,0.292,0.224,0.065,0.105,0.062,0.042,0.099
"P22","El tránsito",0.08,0.252,0.117,0.12,0.127,0.188,0.116,0.298,0.064
"P22","El arreglo de las calles",0.233,0.137,0.254,0.134,0.16,0.077,0.079,0.044,0.075
"P22","El estado de las escuelas y la educación",0.166,0.154,0.118,0.278,0.139,0.2,0.136,0.159,0.15
"P22","El sistema de salud",0.202,0.106,0.08,0.131,0.203,0.147,0.247,0.326,0.142
"P22","El deporte y la cultura",0.008,0.029,0.002,0,0.006,0.154,0,0,0.013
"P22","La obra pública",0.047,0.026,0.011,0.064,0.076,0.061,0.09,0.014,0.025
"P22","La luminaria",0.011,0.034,0,0,0.022,0.015,0.104,0.07,0
"P22","No sabe",0.054,0.064,0.126,0.049,0.202,0.053,0.166,0.047,0.432
"P23","Agua corriente y cloacas",0.456,0.153,0.508,0.523,0.373,0.3,0.359,0.506,0.528
"P23","Energía eléctrica",0.103,0.255,0.098,0.132,0.222,0.187,0.228,0.206,0.075
"P23","Red de gas natural",0.096,0.105,0.106,0.109,0.051,0.045,0.013,0.035,0.083
"P23","Recolección de residuos",0.106,0.323,0.051,0.1,0.12,0.287,0.164,0.086,0.101
"P23","Ninguno",0.239,0.164,0.237,0.136,0.234,0.181,0.236,0.167,0.213
"P24","Los robos",0.271,0.188,0.342,0.348,0.152,0.279,0.251,0.366,0.184
"P24","El narcotráfico",0.225,0.061,0.285,0.277,0.278,0.25,0.228,0.395,0.349
"P24","La ausencia de patrulleros y personal policial",0.204,0.262,0.153,0.117,0.185,0.213,0.12,0.081,0.18
"P24","Otro",0.156,0.301,0.126,0.246,0.252,0.177,0.153,0.138,0.201
"P24","Ninguno",0.144,0.188,0.094,0.012,0.133,0.081,0.248,0.02,0.086
"P25","Frente de Todos y el peronismo",0.287,0.435,0.549,0.287,0.389,0.356,0.616,0.299,0.234
"P25","Cambiemos",0.361,0.149,0.228,0.279,0.28,0.213,0.078,0.345,0.323
"P25","Liberales Libertarios",0.2,0.167,0.094,0.104,0.134,0.271,0.151,0.268,0.22
"P25","Izquierda",0.022,0.017,0.017,0.054,0.047,0.097,0.075,0.013,0.022
"P25","No sabe",0.13,0.232,0.112,0.276,0.15,0.063,0.08,0.075,0.201
"P27","A Alberto Fernández",0.167,0.41,0.44,0.308,0.315,0.042,0.017,0.045,0.338
"P27","A Sergio Massa",0.204,0.04,0.255,0.245,0.134,0.402,0.358,0.144,0.131
"P27","A algún candidato del peronismo",0.318,0.468,0.163,0.277,0.027,0.087,0,0.217,0.157
"P27","A algún candidato del kirchnerismo",0.311,0.082,0.142,0.17,0.524,0.469,0.625,0.594,0.374
"P28","A Alberto Fernández",0.112,0.167,0.298,0.353,0.022,0.009,0.018,0,0.242
"P28","A Sergio Massa",0.189,0.014,0.19,0.067,0.095,0.154,0.214,0.109,0.091
"P28","A algún candidato del peronismo",0.313,0.453,0.128,0.321,0.273,0.037,0.017,0.241,0.158
"P28","A Cristina Fernández de Kirchner",0.386,0.366,0.384,0.259,0.61,0.8,0.751,0.65,0.509
"P29","A Horacio Rodriguez Larreta",0.348,0.73,0.537,0.37,0.37,0.144,0.39,0.246,0.212
"P29","A Mauricio Macri",0.269,0.173,0.261,0.365,0.406,0.476,0.249,0.153,0.421
"P29","A Patricia Bullrich",0.202,0.045,0.11,0.265,0.211,0.355,0.361,0.59,0.34
"P29","A Facundo Manes",0.126,0,0.031,0,0,0.025,0,0.011,0.02
"P29","A Gerardo Morales",0.055,0.052,0.061,0,0.013,0,0,0,0.007
"P30","Seguro lo votaria",0.275,0,0.183,0.373,0.223,0.198,0,0.183,0.263
"P30","Quizás lo votaría",0.28,0.204,0.375,0.208,0.327,0.579,0.315,0.253,0.557
"P30","Nunca lo votaría",0.445,0.796,0.442,0.419,0.45,0.223,0.685,0.564,0.18
"P31","Muy buena",0.094,0.03,0.129,0.121,0.107,0.013,0.085,0.016,0.079
"P31","Buena",0.12,0.179,0.178,0.052,0.078,0.133,0.248,0.097,0.089
"P31","Ni buena ni mala",0.198,0.408,0.245,0.155,0.222,0.11,0.366,0.071,0.108
"P31","Mala",0.162,0.088,0.114,0.177,0.127,0.247,0.08,0.187,0.138
"P31","Muy mala",0.421,0.295,0.327,0.485,0.434,0.487,0.221,0.547,0.576
"P31","No sabe",0.005,0,0.007,0.01,0.032,0.01,0,0.082,0.01
"P32","Muy buena",0.193,0.063,0.164,0.173,0.134,0.048,0.071,0.149,0.127
"P32","Buena",0.172,0.075,0.162,0.083,0.187,0.272,0.06,0.176,0.207
"P32","Ni buena ni mala",0.197,0.226,0.082,0.194,0.132,0.094,0.111,0.211,0.28
"P32","Mala",0.188,0.355,0.14,0.143,0.099,0.159,0.1,0.132,0.103
"P32","Muy mala",0.246,0.281,0.449,0.407,0.413,0.421,0.658,0.332,0.24
"P32","No sabe",0.004,0,0.003,0,0.035,0.006,0,0,0.043
"P33","Muy buena",0.33,0.107,0.326,0.188,0.322,0.248,0.558,0.179,0.185
"P33","Buena",0.031,0.326,0.057,0.061,0.048,0.046,0.076,0.005,0.039
"P33","Ni buena ni mala",0.043,0.144,0.161,0.241,0.037,0.055,0.096,0.029,0.113
"P33","Mala",0.114,0.025,0.037,0.016,0.065,0.071,0,0.032,0.04
"P33","Muy mala",0.474,0.398,0.413,0.494,0.492,0.576,0.27,0.755,0.581
"P33","No sabe",0.008,0,0.006,0,0.036,0.004,0,0,0.042
"P34","Muy buena",0.177,0.019,0.16,0.085,0.133,0.114,0.06,0.065,0.157
"P34","Buena",0.19,0.402,0.249,0.343,0.11,0.218,0.129,0.185,0.269
"P34","Ni buena ni mala",0.203,0.273,0.186,0.115,0.221,0.255,0.109,0.222,0.147
"P34","Mala",0.18,0.023,0.044,0.085,0.136,0.125,0.202,0.256,0.068
"P34","Muy mala",0.238,0.283,0.352,0.372,0.368,0.283,0.5,0.26,0.298
