"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Al candidato del Frente de Todos",0.598,0.419,0.363,0.364
"P07","Al candidato de Juntos por el Cambio",0.223,0.323,0.256,0.364
"P07","Al candidato de los liberales - libertarios",0.073,0.149,0.215,0.104
"P07","Al candidato de la Izquierda",0.023,0.02,0.062,0.018
"P07","A otro candidato",0.009,0.039,0.091,0.053
"P07","No sabe",0.074,0.05,0.013,0.097
"P08","A Julio Zamora por el Frente de Todos",0.469,0.324,0.296,0.33
"P08","A Malena Galmarini por el Frente de Todos",0.113,0.141,0.108,0.087
"P08","A Segundo Cernadas por Cambiemos",0.234,0.271,0.241,0.289
"P08","A Nicolás Massot por Cambiemos",0.111,0.093,0.094,0.101
"P08","Al candidato de los liberales libertarios",0.049,0.115,0.172,0.067
"P08","A Paula Akerfeld por el Frente de Izquierda",0.024,0.01,0.056,0.021
"P08","No sabe",0,0.046,0.033,0.105
"P10","A Julio Zamora por el Frente de Todos",0.393,0.405,0.34,0.378
"P10","A Segundo Cernadas por Cambiemos",0.32,0.346,0.209,0.355
"P10","Al candidato de los liberales libertarios",0.182,0.112,0.269,0.102
"P10","A Paula Akerfeld por el Frente de Izquierda",0.04,0.031,0.107,0.02
"P10","No sabe",0.065,0.106,0.075,0.145
"P12","A Malena Galmarini por el Frente de Todos",0.523,0.35,0.301,0.254
"P12","A Segundo Cernadas por Cambiemos",0.302,0.367,0.311,0.402
"P12","Al candidato de los liberales libertarios",0.106,0.174,0.228,0.102
"P12","A Paula Akerfeld por el Frente de Izquierda",0.062,0.018,0.065,0.02
"P12","No sabe",0.007,0.091,0.095,0.222
"P14","Positiva",0.515,0.327,0.219,0.239
"P14","Neutra",0.194,0.277,0.177,0.175
"P14","Negativa",0.279,0.367,0.602,0.429
"P14","No sabe",0.012,0.029,0.002,0.157
"P15","Positiva",0.569,0.397,0.305,0.392
"P15","Neutra",0.249,0.322,0.185,0.219
"P15","Negativa",0.166,0.274,0.505,0.308
"P15","No sabe",0.016,0.007,0.005,0.081
"P16","Positiva",0.568,0.373,0.279,0.363
"P16","Neutra",0.192,0.416,0.176,0.214
"P16","Negativa",0.179,0.197,0.503,0.227
"P16","No sabe",0.061,0.014,0.042,0.196
"P18","Positiva",0.536,0.167,0.194,0.127
"P18","Neutra",0.26,0.574,0.249,0.216
"P18","Negativa",0.133,0.162,0.466,0.148
"P18","No sabe",0.071,0.097,0.091,0.509
"P19","Positiva",0.514,0.396,0.348,0.409
"P19","Neutra",0.214,0.331,0.103,0.272
"P19","Negativa",0.272,0.264,0.543,0.238
"P19","No sabe",0,0.009,0.006,0.081
"P20","Que continúe el intendente Julio Zamora",0.31,0.145,0.146,0.213
"P20","Que continúe Julio Zamora pero con mejoras",0.324,0.278,0.252,0.234
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.089,0.177,0.156,0.142
"P20","Que cambie el intendente Julio Zamora",0.277,0.4,0.446,0.411
"P21","La seguridad",0.33,0.307,0.278,0.251
"P21","El tránsito",0.075,0.053,0.022,0.03
"P21","El arreglo de las calles",0.21,0.102,0.151,0.117
"P21","El estado de las escuelas y la educación",0.072,0.062,0.055,0.042
"P21","El sistema de salud",0.043,0.073,0.084,0.097
"P21","El deporte y la cultura",0.083,0.129,0.134,0.1
"P21","La obra pública",0.01,0.044,0.067,0.063
"P21","La luminaria",0.077,0.103,0.039,0.077
"P21","No sabe",0.1,0.127,0.17,0.223
"P22","La seguridad",0.124,0.198,0.193,0.108
"P22","El tránsito",0.179,0.105,0.105,0.141
"P22","El arreglo de las calles",0.254,0.154,0.196,0.106
"P22","El estado de las escuelas y la educación",0.11,0.141,0.211,0.174
"P22","El sistema de salud",0.145,0.2,0.076,0.205
"P22","El deporte y la cultura",0.052,0.017,0.016,0.027
"P22","La obra pública",0.006,0.067,0.018,0.042
"P22","La luminaria",0.028,0.012,0.003,0.03
"P22","No sabe",0.102,0.106,0.182,0.167
"P23","Agua corriente y cloacas",0.442,0.418,0.479,0.44
"P23","Energía eléctrica",0.128,0.175,0.144,0.109
"P23","Red de gas natural",0.079,0.101,0.038,0.075
"P23","Recolección de residuos",0.157,0.124,0.196,0.098
"P23","Ninguno",0.194,0.182,0.143,0.278
"P24","Los robos",0.283,0.311,0.311,0.195
"P24","El narcotráfico",0.246,0.299,0.148,0.305
"P24","La ausencia de patrulleros y personal policial",0.141,0.175,0.195,0.18
"P24","Otro",0.151,0.148,0.225,0.194
"P24","Ninguno",0.179,0.067,0.121,0.126
"P25","Frente de Todos y el peronismo",0.46,0.358,0.29,0.352
"P25","Cambiemos",0.233,0.303,0.217,0.312
"P25","Liberales Libertarios",0.131,0.201,0.281,0.151
"P25","Izquierda",0.021,0.016,0.086,0.035
"P25","No sabe",0.155,0.122,0.126,0.15
"P27","A Alberto Fernández",0.325,0.109,0.332,0.321
"P27","A Sergio Massa",0.263,0.174,0.164,0.254
"P27","A algún candidato del peronismo",0.213,0.343,0.124,0.067
"P27","A algún candidato del kirchnerismo",0.199,0.374,0.38,0.358
"P28","A Alberto Fernández",0.173,0.078,0.244,0.167
"P28","A Sergio Massa",0.058,0.126,0.136,0.209
"P28","A algún candidato del peronismo",0.233,0.293,0.135,0.143
"P28","A Cristina Fernández de Kirchner",0.536,0.503,0.485,0.481
"P29","A Horacio Rodriguez Larreta",0.205,0.393,0.133,0.384
"P29","A Mauricio Macri",0.413,0.336,0.35,0.249
"P29","A Patricia Bullrich",0.077,0.19,0.51,0.294
"P29","A Facundo Manes",0.229,0.049,0.007,0.042
"P29","A Gerardo Morales",0.076,0.032,0,0.031
"P30","Seguro lo votaria",0.403,0.251,0.199,0.193
"P30","Quizás lo votaría",0.351,0.442,0.347,0.322
"P30","Nunca lo votaría",0.246,0.307,0.454,0.485
"P31","Positiva",0.342,0.147,0.177,0.231
"P31","Neutra",0.159,0.211,0.241,0.151
"P31","Negativa",0.499,0.623,0.582,0.596
"P31","No sabe",0,0.019,0,0.022
"P32","Positiva",0.353,0.307,0.263,0.336
"P32","Neutra",0.17,0.21,0.148,0.156
"P32","Negativa",0.452,0.478,0.589,0.489
"P32","No sabe",0.025,0.005,0,0.019
"P33","Positiva",0.503,0.291,0.318,0.329
"P33","Neutra",0.048,0.098,0.1,0.08
"P33","Negativa",0.424,0.608,0.547,0.584
"P33","No sabe",0.025,0.003,0.035,0.007
"P34","Positiva",0.55,0.311,0.232,0.391
"P34","Neutra",0.091,0.32,0.072,0.168
"P34","Negativa",0.359,0.366,0.693,0.397
"P34","No sabe",0,0.003,0.003,0.044
"P35","Positiva",0.481,0.303,0.173,0.323
"P35","Neutra",0.21,0.192,0.134,0.144
"P35","Negativa",0.299,0.504,0.693,0.522
"P35","No sabe",0.01,0.001,0,0.011
"P36","Positiva",0.448,0.405,0.297,0.412
"P36","Neutra",0.22,0.173,0.107,0.096
"P36","Negativa",0.332,0.395,0.596,0.448
"P36","No sabe",0,0.027,0,0.044
"P37","Positiva",0.322,0.375,0.238,0.231
"P37","Neutra",0.195,0.243,0.21,0.25
"P37","Negativa",0.459,0.357,0.546,0.42
"P37","No sabe",0.024,0.025,0.006,0.099
