"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Al candidato del Frente de Todos",0.735,0.508,0.163,0.321
"P07","Al candidato de Juntos por el Cambio",0.116,0.206,0.488,0.327
"P07","Al candidato de los liberales - libertarios",0.037,0.111,0.205,0.179
"P07","Al candidato de la Izquierda",0.019,0.026,0.039,0
"P07","A otro candidato",0.034,0.065,0.055,0.028
"P07","No sabe",0.059,0.084,0.05,0.145
"P08","A Julio Zamora por el Frente de Todos",0.522,0.508,0.18,0.271
"P08","A Malena Galmarini por el Frente de Todos",0.298,0.049,0.012,0.022
"P08","A Segundo Cernadas por Cambiemos",0.123,0.19,0.368,0.32
"P08","A Nicolás Massot por Cambiemos",0.03,0.064,0.176,0.014
"P08","Al candidato de los liberales libertarios",0.015,0.082,0.162,0.123
"P08","A Paula Akerfeld por el Frente de Izquierda",0.003,0.004,0.047,0.031
"P08","No sabe",0.009,0.103,0.055,0.219
"P10","A Julio Zamora por el Frente de Todos",0.649,0.488,0.182,0.256
"P10","A Segundo Cernadas por Cambiemos",0.157,0.233,0.459,0.339
"P10","Al candidato de los liberales libertarios",0.067,0.137,0.198,0.108
"P10","A Paula Akerfeld por el Frente de Izquierda",0.042,0.005,0.068,0.008
"P10","No sabe",0.085,0.137,0.093,0.289
"P12","A Malena Galmarini por el Frente de Todos",0.745,0.292,0.067,0.245
"P12","A Segundo Cernadas por Cambiemos",0.202,0.27,0.522,0.281
"P12","Al candidato de los liberales libertarios",0.024,0.189,0.218,0.138
"P12","A Paula Akerfeld por el Frente de Izquierda",0.004,0.051,0.049,0
"P12","No sabe",0.025,0.198,0.144,0.336
"P15","Positiva",0.692,0.49,0.2,0.212
"P15","Neutra",0.164,0.361,0.246,0.284
"P15","Negativa",0.125,0.141,0.532,0.208
"P15","No sabe",0.019,0.008,0.022,0.296
"P16","Positiva",0.355,0.249,0.456,0.252
"P16","Neutra",0.241,0.37,0.261,0.291
"P16","Negativa",0.336,0.261,0.23,0.11
"P16","No sabe",0.068,0.12,0.053,0.347
"P17","Positiva",0.191,0.1,0.073,0.019
"P17","Neutra",0.381,0.45,0.302,0.144
"P17","Negativa",0.123,0.138,0.238,0.003
"P17","No sabe",0.305,0.312,0.387,0.834
"P18","Positiva",0.21,0.141,0.242,0.078
