"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Victoria Tolosa Paz para diputada nacional y Walter Enrique Acuña para concejal por el “Frente de todos”",0.643,0.326,0.065,0
"P05","Diego Santilli para diputado nacional y Guido Giana para concejal por “Juntos”",0.057,0.019,0.3,0.313
"P05","Facundo Manes para diputado nacional y Ruben Eduardo Mobilio para concejal por “Juntos”",0.01,0.112,0.131,0
"P05","Florencio Randazzo para diputado nacional y Maico Müller para concejal por “Vamos con vos”",0.011,0.107,0.114,0
"P05","A la lista de Anibal Regueiro para concejal por “Peronenses Primero”",0.131,0.057,0.035,0
"P05","A la lista de José Luis Espert para diputado nacional por “Avanza Libertad”",0.004,0,0.09,0
"P05","A los candidatos de la izquierda",0.005,0,0.023,0
"P05","Otros Candidatos",0.059,0.122,0.068,0.477
"P05","En blanco o anularía",0.033,0.257,0.099,0.21
"P05","Cortaría Boleta",0.047,0,0.075,0
"P08","Si",0.879,0.491,0.671,0.312
"P08","Puede ser",0.06,0.391,0.143,0.56
"P08","No",0.061,0.118,0.186,0.128
"P09","Si",0.831,0.633,0.768,1
"P09","No",0.169,0.367,0.232,0
"P10","Positiva",0.921,0.395,0.087,0
"P10","Neutra",0.05,0.591,0.051,0
"P10","Negativa",0.029,0.014,0.862,0.287
"P10","No sabe",0,0,0,0.713
"P12","Positiva",0.162,0.073,0.277,0.026
"P12","Neutra",0.076,0.333,0.31,0.103
"P12","Negativa",0.746,0.485,0.407,0.286
"P12","No sabe",0.016,0.109,0.006,0.585
"P13","Positiva",0.225,0.191,0.566,0.281
"P13","Neutra",0.294,0.494,0.279,0.025
"P13","Negativa",0.456,0.278,0.114,0
"P13","No sabe",0.025,0.037,0.041,0.694
