"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P06","A Santilli y Manes por Juntos",0.07,0.123,0.71,0.175
"P06","A Tolosa Paz por el Frente de Todos",0.846,0.288,0.028,0.018
"P06","A del Caño por el Frente de Izquierda",0.007,0.051,0.035,0
"P06","A Espert por Avanza libertad",0.014,0.043,0.129,0.056
"P06","A Randazzo ""Vamos con vos""",0.02,0.121,0.028,0.278
"P06","Votaría en blanco o anularía",0.043,0.374,0.07,0.473
"P08","A Segundo cernadas por Juntos",0.06,0.179,0.651,0.154
"P08","A Gisela Zamora por el frente de todos",0.867,0.456,0.089,0.233
"P08","A Juan José Cervetto por avanza libertad",0.011,0.02,0.096,0.095
"P08","A Paula Yamila Akerfeld por el Frente de Izquierda",0.024,0.032,0.032,0
"P08","A Matias Orfo por Vamos con vos",0.006,0.008,0.011,0
"P08","A Nicolás Viera Dutra por el Partido Unión Celeste y Blanco",0.017,0.029,0.035,0.045
"P08","En blanco o anularía",0.015,0.276,0.086,0.473
"P10","Victoria Tolosa Paz por el frente de todos",0.755,0.416,0.063,0.039
"P10","Santilli dentro de la interna de Juntos",0.09,0.092,0.46,0.154
"P10","Manes dentro de la interna de juntos",0.03,0.011,0.171,0
"P10","Espert por avanza libertad",0.024,0.053,0.106,0
"P10","A los candidatos de la izquierda",0.006,0.029,0.004,0
"P10","Randazzo por Vamos con vos",0.014,0.094,0.045,0.278
"P10","Otra lista",0.022,0.09,0.054,0.056
"P10","Votó en blanco o anuló",0.017,0.114,0.047,0.429
"P10","No fue a votar",0.042,0.101,0.05,0.044
"P12","Gisela Zamora por el frente de todos",0.775,0.367,0.086,0.278
"P12","Segundo cernadas dentro de la interna Juntos",0.064,0.126,0.474,0.154
"P12","Nicolas Massot dentro de la interna por juntos",0.004,0.019,0.145,0
"P12","A los candidatos de avanza libertad",0.022,0.026,0.085,0.095
"P12","A los candidatos de vamos con vos",0.004,0.058,0.028,0
"P12","A los candidatos de la izquierda",0.034,0.048,0.042,0
"P12","A los candidatos de unión celeste y blanco",0.032,0.018,0.01,0
"P12","Otra lista",0.011,0.076,0.045,0
"P12","Votó en blanco o anuló",0.008,0.218,0.04,0.429
"P12","No fue a votar",0.046,0.044,0.045,0.044
"P14","Si",0.874,0.686,0.914,0.255
"P14","Puede ser",0.106,0.152,0.045,0.272
"P14","No",0.02,0.162,0.041,0.473
"P15","Positiva",0.864,0.378,0.066,0.045
"P15","Neutra",0.082,0.597,0.051,0.369
"P15","Negativa",0.052,0.006,0.866,0.039
"P15","No sabe",0.002,0.019,0.017,0.547
"P17","Positiva",0.642,0.288,0.037,0.041
"P17","Neutra",0.2,0.604,0.086,0.425
"P17","Negativa",0.134,0.051,0.87,0.073
"P17","No sabe",0.024,0.057,0.007,0.461
"P18","Positiva",0.065,0.1,0.361,0.135
"P18","Neutra",0.024,0.221,0.294,0.041
"P18","Negativa",0.894,0.656,0.337,0.56
"P18","No sabe",0.017,0.023,0.008,0.264
"P19","Positiva",0.098,0.192,0.646,0.472
"P19","Neutra",0.154,0.508,0.178,0.054
"P19","Negativa",0.698,0.278,0.167,0
"P19","No sabe",0.05,0.022,0.009,0.474
