"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Javier Milei",0.402,0.416,0.386,0.415,0.403,0.417,0.36,0.4,0.397,0.408,0.301,0.644,0.17,0.092,0.69,0.458,0.36,0.37
"Los gobernadores",0.48,0.474,0.488,0.504,0.475,0.471,0.49,0.446,0.486,0.501,0.596,0.218,0.731,0.854,0.163,0.435,0.557,0.463
"No sabe",0.118,0.11,0.126,0.081,0.122,0.112,0.15,0.154,0.117,0.091,0.103,0.138,0.099,0.054,0.147,0.107,0.083,0.167
