"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Alberto Fernández",0.31,0.317,0.301,0.461,0.243,0.271,0.368,0.4,0.292,0.257,0.312,0.58,0.22,0.21,0.499,0.371,0.291,0.255
"El actual gobierno de Javier Milei",0.614,0.587,0.645,0.482,0.644,0.689,0.571,0.513,0.625,0.686,0.579,0.352,0.776,0.739,0.417,0.535,0.647,0.677
"No sabe",0.076,0.096,0.054,0.057,0.113,0.04,0.061,0.087,0.083,0.057,0.109,0.068,0.004,0.051,0.084,0.094,0.062,0.068
