"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Anabela Carreras",0.364,0.347,0.383,0.47,0.343,0.348,0.342,0.275,0.408,0.379,0.408,0.38,0.206,0.348,0.4,0.341,0.368,0.391
"El actual gobierno de Alberto Weretilneck",0.51,0.535,0.483,0.388,0.54,0.546,0.492,0.611,0.462,0.491,0.457,0.546,0.673,0.542,0.486,0.512,0.539,0.483
"No sabe",0.126,0.118,0.134,0.142,0.117,0.106,0.166,0.114,0.13,0.13,0.135,0.074,0.121,0.11,0.114,0.147,0.093,0.126
