"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Maximo Kirchner por el Frente de todos",0.391,0.369,0.415,0.401,0.386,0.375,0.413,0.507,0.376,0.269,0.733,0.048,0.099,0.413,0.34
"Facundo Manes por Cambiemos",0.317,0.314,0.32,0.225,0.284,0.379,0.445,0.216,0.332,0.421,0.073,0.675,0.245,0.293,0.374
"Florencio Randazzo",0.115,0.128,0.101,0.07,0.136,0.14,0.089,0.111,0.123,0.105,0.111,0.057,0.389,0.123,0.095
"Espert por los liberales",0.098,0.133,0.063,0.173,0.108,0.052,0.034,0.072,0.102,0.126,0.035,0.15,0.197,0.097,0.102
"Del Caño por el Frente de Izquierda",0.079,0.056,0.101,0.131,0.086,0.054,0.019,0.094,0.067,0.079,0.048,0.07,0.07,0.074,0.089
