"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.455,0.432,0.476,0.437,0.487,0.453,0.413,0.509,0.45,0.394,0.759,0.157,0.498,0.387,0.485,0.464,0.494,0.833,0.731,0.115,0.196,0.112
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.316,0.311,0.321,0.24,0.283,0.374,0.452,0.268,0.298,0.407,0.097,0.631,0.27,0.357,0.253,0.281,0.322,0.108,0.163,0.852,0.625,0.324
"En blanco",0.116,0.14,0.094,0.199,0.104,0.071,0.06,0.095,0.134,0.113,0.072,0.103,0.123,0.127,0.149,0.138,0.085,0.024,0.066,0.012,0.058,0.376
"No sabe",0.113,0.117,0.109,0.124,0.126,0.102,0.075,0.128,0.118,0.086,0.072,0.109,0.109,0.129,0.113,0.117,0.099,0.035,0.04,0.021,0.121,0.188
