"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.32,0.294,0.344,0.28,0.341,0.343,0.31,0.32,0.312,0.333,0.595,0.086,0.294,0.251,0.317,0.326,0.379,0.652,0.567,0.052,0.207,0.066
"Juntos por el Cambio",0.29,0.252,0.325,0.208,0.247,0.362,0.448,0.283,0.279,0.318,0.143,0.513,0.323,0.324,0.273,0.252,0.278,0.19,0.162,0.839,0.548,0.086
"De los liberales libertarios",0.242,0.308,0.184,0.336,0.247,0.187,0.139,0.235,0.254,0.234,0.151,0.308,0.223,0.243,0.268,0.256,0.227,0.106,0.139,0.079,0.141,0.684
"De la Izquierda",0.045,0.044,0.045,0.047,0.056,0.032,0.033,0.049,0.046,0.038,0.034,0.019,0.077,0.047,0.042,0.054,0.043,0.018,0.101,0.009,0.034,0.042
"Hacemos por nuestro país",0.037,0.039,0.034,0.047,0.039,0.034,0.017,0.035,0.037,0.037,0.024,0.036,0.041,0.063,0.029,0.024,0.02,0.021,0,0.004,0.036,0.058
"Otro",0.041,0.04,0.041,0.053,0.046,0.023,0.027,0.048,0.046,0.023,0.034,0.028,0.026,0.047,0.038,0.069,0.032,0.011,0.008,0.006,0.019,0.037
"En blanco",0.025,0.023,0.027,0.029,0.024,0.019,0.026,0.03,0.026,0.017,0.019,0.01,0.016,0.025,0.033,0.019,0.021,0.002,0.023,0.011,0.015,0.027
