"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.304,0.286,0.321,0.266,0.323,0.329,0.293,0.297,0.298,0.323,0.568,0.083,0.286,0.237,0.299,0.299,0.363,0.647,0.559,0.048,0.191,0.057
"Juntos por el Cambio",0.281,0.247,0.312,0.201,0.239,0.35,0.432,0.271,0.272,0.307,0.139,0.504,0.316,0.312,0.264,0.248,0.269,0.188,0.162,0.832,0.536,0.086
"De los liberales libertarios",0.23,0.294,0.172,0.321,0.235,0.174,0.133,0.219,0.24,0.229,0.141,0.302,0.217,0.227,0.256,0.247,0.217,0.105,0.139,0.074,0.141,0.668
"De la Izquierda",0.042,0.04,0.044,0.043,0.052,0.031,0.03,0.042,0.045,0.037,0.033,0.019,0.072,0.045,0.038,0.047,0.041,0.015,0.101,0.009,0.034,0.036
"Hacemos por nuestro país",0.035,0.037,0.032,0.043,0.038,0.031,0.016,0.035,0.034,0.035,0.024,0.034,0.039,0.059,0.028,0.021,0.02,0.015,0,0.004,0.036,0.042
"Otro",0.036,0.036,0.037,0.05,0.039,0.023,0.025,0.041,0.042,0.022,0.031,0.027,0.024,0.043,0.036,0.06,0.028,0.009,0.008,0.006,0.019,0.037
"En blanco",0.023,0.021,0.025,0.027,0.023,0.019,0.021,0.027,0.025,0.015,0.018,0.009,0.014,0.022,0.031,0.014,0.02,0.002,0.023,0.011,0.015,0.027
"No sabe",0.049,0.039,0.057,0.049,0.051,0.043,0.05,0.068,0.044,0.032,0.046,0.022,0.032,0.055,0.048,0.064,0.042,0.019,0.008,0.016,0.028,0.047
