"var","categoria","Unión por la Patria","Juntos por el Cambio","De los liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.802,0.191,0.127,0.2,0.126,0.182,0.167,0.23
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.079,0.654,0.108,0.093,0.053,0.08,0.056,0.068
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.083,0.105,0.714,0.194,0.138,0.296,0.171,0.186
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.014,0.006,0.013,0.385,0.004,0.055,0.052,0.001
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.01,0.019,0.023,0.066,0.628,0.131,0.058,0.081
"P13","En blanco",0.003,0.012,0.005,0.027,0.026,0.171,0.287,0.031
"P13","No sabe",0.009,0.013,0.01,0.035,0.025,0.085,0.209,0.403
"P26","Totalmente seguro",0.786,0.71,0.767,0.508,0.524,0.53,0.46,0.333
"P26","Bastante seguro",0.113,0.145,0.104,0.152,0.194,0.11,0.088,0.083
"P26","Algo seguro",0.069,0.078,0.093,0.149,0.143,0.111,0.072,0.15
"P26","Para nada seguro",0.032,0.067,0.036,0.191,0.139,0.249,0.38,0.434
"P27","Tiene Decidido que va a ir a votar",0.943,0.919,0.929,0.854,0.869,0.821,0.516,0.757
"P27","Tiene dudas sobre si va a ir a  votar",0.041,0.061,0.059,0.091,0.047,0.104,0.364,0.163
"P27","Tiene Decidido que no va a ir a votar",0.016,0.02,0.012,0.055,0.084,0.075,0.12,0.08
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.901,0.225,0.171,0.467,0.342,0.244,0.265,0.32
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.051,0.699,0.34,0.121,0.177,0.233,0.151,0.126
"P28","En blanco",0.018,0.041,0.297,0.205,0.245,0.187,0.318,0.073
"P28","No sabe",0.03,0.035,0.192,0.207,0.236,0.336,0.266,0.481
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.255,0.71,0.138,0.259,0.263,0.168,0.086,0.14
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.076,0.156,0.738,0.196,0.249,0.299,0.175,0.234
"P29","En blanco",0.448,0.074,0.066,0.354,0.258,0.207,0.498,0.07
"P29","No sabe",0.221,0.06,0.058,0.191,0.23,0.326,0.241,0.556
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.853,0.231,0.116,0.383,0.296,0.244,0.221,0.32
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.057,0.292,0.797,0.26,0.271,0.398,0.182,0.298
"P30","En blanco",0.056,0.287,0.05,0.18,0.261,0.176,0.472,0.037
"P30","No sabe",0.034,0.19,0.037,0.177,0.172,0.182,0.125,0.345
"P38","Inflación",0.414,0.305,0.356,0.302,0.348,0.21,0.162,0.291
"P38","Desempleo",0.118,0.086,0.058,0.132,0.051,0.16,0.191,0.105
"P38","Corrupción",0.107,0.388,0.411,0.225,0.345,0.375,0.285,0.266
"P38","Inseguridad",0.125,0.129,0.097,0.103,0.127,0.117,0.148,0.079
"P38","Precio del dólar",0.049,0.016,0.011,0.027,0.014,0.022,0.005,0.056
"P38","Pobreza",0.075,0.031,0.033,0.087,0.052,0.073,0.082,0.063
"P38","Narcotráfico",0.015,0.006,0.004,0.02,0.007,0,0,0.026
"P38","Tarifas",0.006,0.006,0.003,0.002,0,0,0,0
"P38","Otro",0.066,0.025,0.02,0.072,0.048,0.03,0.019,0.068
"P38","No sabe",0.025,0.008,0.007,0.03,0.008,0.013,0.108,0.046
