"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.389,0.339,0.433,0.404,0.409,0.368,0.34,0.407,0.397,0.351,0.703,0.107,0.36,0.3,0.475,0.395,0.419,0.767,0.586,0.091,0.217,0.029
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.25,0.251,0.248,0.132,0.209,0.344,0.437,0.262,0.198,0.315,0.079,0.494,0.268,0.273,0.217,0.162,0.259,0.109,0.076,0.812,0.571,0.028
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.266,0.325,0.213,0.347,0.283,0.223,0.134,0.241,0.297,0.251,0.161,0.336,0.233,0.296,0.214,0.361,0.254,0.087,0.086,0.078,0.09,0.853
"Los candidatos a presidente y vicepresidente de la izquierda",0.028,0.023,0.033,0.039,0.031,0.014,0.021,0.025,0.035,0.023,0.018,0.01,0.038,0.022,0.039,0.032,0.027,0.02,0.126,0.007,0.055,0
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.05,0.048,0.052,0.059,0.052,0.041,0.041,0.044,0.054,0.051,0.027,0.04,0.079,0.097,0.029,0.023,0.025,0.008,0.126,0.009,0.067,0.085
"En blanco",0.017,0.014,0.021,0.019,0.016,0.01,0.027,0.021,0.019,0.009,0.012,0.013,0.022,0.012,0.026,0.027,0.016,0.009,0,0.003,0,0.005
