"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.343,0.31,0.372,0.242,0.306,0.405,0.523,0.35,0.3,0.398,0.218,0.53,0.38,0.345,0.345,0.34,0.339,0.394,0.177,0.826,0.636,0.159
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.276,0.343,0.216,0.332,0.305,0.244,0.153,0.252,0.304,0.265,0.171,0.337,0.293,0.328,0.234,0.357,0.243,0.067,0.052,0.13,0.195,0.79
"En blanco",0.229,0.212,0.244,0.264,0.232,0.196,0.204,0.223,0.229,0.236,0.385,0.073,0.218,0.193,0.256,0.178,0.253,0.358,0.511,0.029,0.095,0.032
"No sabe",0.152,0.135,0.168,0.162,0.157,0.155,0.12,0.175,0.167,0.101,0.226,0.06,0.109,0.134,0.165,0.125,0.165,0.181,0.26,0.015,0.074,0.019
