"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P10","Unión por la Patria",0.332,0.371,0.298,0.066
"P10","Juntos por el Cambio",0.273,0.275,0.228,0.234
"P10","De los liberales libertarios",0.258,0.162,0.218,0.132
"P10","De la Izquierda",0.045,0.067,0.089,0.118
"P10","Hacemos por nuestro país",0.023,0.032,0.043,0.066
"P10","Otro",0.025,0.044,0.023,0.084
"P10","En blanco",0.019,0.025,0.01,0.08
"P10","No sabe",0.025,0.024,0.091,0.22
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.399,0.437,0.337,0.183
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.249,0.244,0.276,0.149
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.281,0.19,0.225,0.174
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.021,0.032,0.032,0.105
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.038,0.044,0.067,0.081
"P13","En blanco",0.004,0.033,0.029,0.094
"P13","No sabe",0.008,0.02,0.034,0.214
"P27","Tiene Decidido que va a ir a votar",0.964,0.808,0.769,0.649
"P27","Tiene dudas sobre si va a ir a  votar",0.023,0.154,0.038,0.29
"P27","Tiene Decidido que no va a ir a votar",0.013,0.038,0.193,0.061
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.495,0.589,0.501,0.371
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.305,0.284,0.257,0.229
"P28","En blanco",0.116,0.043,0.136,0.098
"P28","No sabe",0.084,0.084,0.106,0.302
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.347,0.331,0.386,0.249
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.297,0.225,0.227,0.208
"P29","En blanco",0.238,0.266,0.174,0.122
"P29","No sabe",0.118,0.178,0.213,0.421
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.435,0.451,0.371,0.274
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.341,0.273,0.301,0.241
"P30","En blanco",0.142,0.176,0.195,0.084
"P30","No sabe",0.082,0.1,0.133,0.401
"P38","Inflación",0.387,0.315,0.308,0.238
"P38","Desempleo",0.075,0.158,0.102,0.119
"P38","Corrupción",0.31,0.272,0.316,0.381
"P38","Inseguridad",0.098,0.126,0.163,0.155
"P38","Precio del dólar",0.027,0.029,0.001,0
"P38","Pobreza",0.052,0.059,0.047,0.047
"P38","Narcotráfico",0.01,0.004,0,0
"P38","Tarifas",0.005,0,0.022,0
"P38","Otro",0.028,0.017,0.022,0.02
"P38","No sabe",0.008,0.02,0.019,0.04
"P10_imputada","Unión por la Patria",0.34,0.379,0.352,0.117
"P10_imputada","Juntos por el Cambio",0.281,0.285,0.253,0.265
"P10_imputada","De los liberales libertarios",0.263,0.168,0.225,0.193
"P10_imputada","De la Izquierda",0.047,0.067,0.094,0.136
"P10_imputada","Hacemos por nuestro país",0.025,0.032,0.043,0.081
"P10_imputada","Otro",0.026,0.044,0.023,0.098
"P10_imputada","En blanco",0.018,0.025,0.01,0.11
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.401,0.449,0.361,0.256
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.251,0.244,0.283,0.18
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.283,0.198,0.227,0.248
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.021,0.032,0.032,0.113
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.04,0.044,0.067,0.097
"P13_imputada","En blanco",0.004,0.033,0.03,0.106
