"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.711,0.732,0.691,0.68,0.713,0.745,0.712,0.689,0.685,0.779,0.758,0.794,0.506,0.699,0.595,0.785,0.772,0.669,0.629,0.725,0.646,0.685
"Bastante seguro",0.127,0.117,0.137,0.139,0.12,0.122,0.134,0.153,0.128,0.093,0.117,0.092,0.257,0.143,0.185,0.103,0.086,0.139,0.198,0.186,0.18,0.133
"Algo seguro",0.094,0.088,0.099,0.101,0.095,0.08,0.095,0.087,0.109,0.078,0.075,0.07,0.166,0.107,0.123,0.066,0.071,0.121,0.173,0.071,0.117,0.11
"Para nada seguro",0.068,0.063,0.073,0.08,0.072,0.053,0.059,0.071,0.078,0.05,0.05,0.044,0.071,0.051,0.097,0.046,0.071,0.071,0,0.018,0.057,0.072
