"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.32,0.315,0.325,0.292,0.344,0.319,0.315,0.324,0.318,0.317,0.6,0.086,0.307,0.255,0.341,0.284,0.37,0.661,0.472,0.081,0.218,0.083
"Juntos por el Cambio",0.28,0.241,0.315,0.2,0.238,0.35,0.435,0.276,0.251,0.331,0.135,0.519,0.271,0.318,0.235,0.314,0.265,0.206,0.219,0.768,0.501,0.036
"De los liberales libertarios",0.241,0.288,0.198,0.299,0.254,0.23,0.118,0.22,0.257,0.244,0.139,0.308,0.244,0.246,0.256,0.291,0.222,0.089,0.062,0.113,0.126,0.596
"De la Izquierda",0.062,0.065,0.06,0.065,0.081,0.043,0.037,0.079,0.063,0.039,0.047,0.026,0.11,0.037,0.08,0.031,0.079,0.01,0.18,0,0.047,0.079
"Hacemos por nuestro país",0.035,0.037,0.033,0.042,0.037,0.03,0.023,0.035,0.037,0.032,0.025,0.029,0.035,0.069,0.02,0.002,0.019,0.01,0,0.01,0.038,0.169
"Otro",0.036,0.033,0.038,0.053,0.032,0.014,0.042,0.043,0.041,0.018,0.032,0.029,0.027,0.039,0.044,0.044,0.027,0.024,0,0.01,0.045,0.032
"En blanco",0.026,0.021,0.031,0.049,0.014,0.014,0.03,0.023,0.033,0.019,0.022,0.003,0.006,0.036,0.024,0.034,0.018,0,0.067,0.018,0.025,0.005
