"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.422,0.372,0.467,0.388,0.452,0.4,0.439,0.464,0.395,0.408,0.718,0.166,0.371,0.344,0.458,0.432,0.469,0.835,0.606,0.152,0.42,0.076
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.323,0.395,0.258,0.385,0.355,0.286,0.182,0.286,0.348,0.333,0.165,0.471,0.319,0.354,0.272,0.373,0.316,0.053,0.289,0.227,0.218,0.813
"En blanco",0.147,0.138,0.156,0.14,0.109,0.189,0.2,0.14,0.141,0.168,0.056,0.21,0.222,0.187,0.173,0.083,0.109,0.085,0.077,0.397,0.22,0.021
"No sabe",0.108,0.095,0.119,0.087,0.084,0.125,0.179,0.11,0.116,0.091,0.061,0.153,0.088,0.115,0.097,0.112,0.106,0.027,0.028,0.224,0.142,0.09
