"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P10","Unión por la Patria",0.195,0.071,0.646,0.523
"P10","Juntos por el Cambio",0.686,0.205,0.108,0.103
"P10","De los liberales libertarios",0.066,0.597,0.056,0.052
"P10","De la Izquierda",0.016,0.022,0.098,0.074
"P10","Hacemos por nuestro país",0.019,0.058,0.01,0.025
"P10","Otro",0.009,0.017,0.023,0.067
"P10","En blanco",0.002,0.003,0.018,0.017
"P10","No sabe",0.007,0.027,0.041,0.139
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.196,0.087,0.656,0.561
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.682,0.177,0.079,0.081
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.049,0.682,0.044,0.034
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.025,0.013,0.112,0.056
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.032,0.023,0.053,0.082
"P13","En blanco",0.008,0.009,0.019,0.026
"P13","No sabe",0.008,0.009,0.037,0.16
"P16","Union por la Patria",0.208,0.094,0.605,0.547
"P16","Cambiemos",0.665,0.371,0.078,0.121
"P16","Liberales",0.069,0.432,0.1,0.064
"P16","Izquierda",0.027,0.017,0.106,0.022
"P16","No sabe",0.031,0.086,0.111,0.246
"P17","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.178,0.096,0.605,0.551
"P17","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.678,0.294,0.084,0.131
"P17","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.072,0.477,0.095,0.095
"P17","La candidata a Jefe de Gobierno de la izquierda",0.031,0.015,0.09,0.047
"P17","En blanco",0.018,0.055,0.056,0.081
"P17","No sabe",0.023,0.063,0.07,0.095
"P26","Totalmente seguro",0.709,0.717,0.709,0.596
"P26","Bastante seguro",0.15,0.159,0.086,0.101
"P26","Algo seguro",0.109,0.094,0.132,0.175
"P26","Para nada seguro",0.032,0.03,0.073,0.128
"P27","Tiene Decidido que va a ir a votar",0.964,0.902,0.856,0.832
"P27","Tiene dudas sobre si va a ir a  votar",0.028,0.086,0.083,0.137
"P27","Tiene Decidido que no va a ir a votar",0.008,0.012,0.061,0.031
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.282,0.099,0.755,0.658
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.669,0.51,0.054,0.036
"P28","En blanco",0.016,0.245,0.146,0.048
"P28","No sabe",0.033,0.146,0.045,0.258
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.367,0.049,0.692,0.603
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.212,0.761,0.075,0.056
"P30","En blanco",0.288,0.117,0.22,0.044
"P30","No sabe",0.133,0.073,0.013,0.297
"P38","Inflación",0.355,0.388,0.416,0.426
"P38","Desempleo",0.076,0.074,0.053,0.104
"P38","Corrupción",0.324,0.374,0.102,0.111
"P38","Inseguridad",0.112,0.113,0.115,0.083
"P38","Precio del dólar",0.01,0,0.028,0.032
"P38","Pobreza",0.051,0.007,0.128,0.112
"P38","Narcotráfico",0.007,0.002,0,0.012
"P38","Tarifas",0.006,0,0.011,0.006
"P38","Otro",0.049,0.036,0.124,0.049
"P38","No sabe",0.01,0.006,0.023,0.065
"P10_imputada","Unión por la Patria",0.195,0.076,0.654,0.571
"P10_imputada","Juntos por el Cambio",0.687,0.207,0.129,0.135
"P10_imputada","De los liberales libertarios",0.071,0.611,0.068,0.096
"P10_imputada","De la Izquierda",0.016,0.028,0.098,0.085
"P10_imputada","Hacemos por nuestro país",0.019,0.058,0.01,0.025
"P10_imputada","Otro",0.01,0.017,0.023,0.071
"P10_imputada","En blanco",0.002,0.003,0.018,0.017
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.196,0.087,0.679,0.627
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.687,0.186,0.084,0.111
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.051,0.682,0.053,0.091
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.026,0.013,0.112,0.056
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.032,0.023,0.053,0.082
"P13_imputada","En blanco",0.008,0.009,0.019,0.033
"P16_imputada","Union por la Patria",0.215,0.119,0.668,0.62
"P16_imputada","Cambiemos",0.687,0.388,0.122,0.166
"P16_imputada","Liberales",0.071,0.465,0.104,0.155
"P16_imputada","Izquierda",0.027,0.028,0.106,0.059
"P17_imputada","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.181,0.106,0.623,0.622
"P17_imputada","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.684,0.311,0.11,0.135
"P17_imputada","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.08,0.51,0.107,0.104
"P17_imputada","Los candidatos a Jefe de Gobierno de la izquierda",0.031,0.015,0.09,0.047
"P17_imputada","En blanco",0.024,0.058,0.07,0.092
