"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.239,0.22,0.255,0.198,0.31,0.214,0.194,0.239,0.205,0.266,0.612,0.09,0.27,0.65,0.571,0.054,0.222,0.059
"Juntos por el Cambio",0.416,0.367,0.456,0.231,0.341,0.57,0.606,0.309,0.419,0.452,0.139,0.63,0.325,0.192,0.151,0.832,0.543,0.084
"De los liberales libertarios",0.221,0.29,0.164,0.394,0.213,0.146,0.103,0.275,0.229,0.195,0.148,0.211,0.121,0.106,0.134,0.081,0.124,0.695
"De la Izquierda",0.054,0.049,0.058,0.066,0.079,0.032,0.022,0.063,0.071,0.038,0.052,0.027,0.017,0.02,0.108,0.01,0.035,0.044
"Hacemos por nuestro país",0.029,0.031,0.027,0.051,0.03,0.012,0.016,0.057,0.025,0.021,0.027,0.02,0.055,0.02,0,0.004,0.042,0.057
"Otro",0.023,0.024,0.023,0.032,0.015,0.01,0.042,0.033,0.028,0.016,0.015,0.013,0.141,0.01,0.008,0.006,0.019,0.037
"En blanco",0.018,0.019,0.017,0.028,0.012,0.016,0.017,0.024,0.023,0.012,0.007,0.009,0.071,0.002,0.028,0.013,0.015,0.024
