"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Union por la Patria",0.293,0.274,0.309,0.316,0.341,0.254,0.223,0.42,0.243,0.286,0.675,0.123,0.341,0.732,0.662,0.067,0.221,0.146
"Cambiemos",0.47,0.442,0.493,0.292,0.384,0.628,0.672,0.318,0.471,0.524,0.166,0.682,0.433,0.16,0.201,0.845,0.627,0.234
"Liberales",0.192,0.241,0.151,0.328,0.223,0.094,0.071,0.207,0.24,0.149,0.115,0.173,0.213,0.063,0.107,0.08,0.126,0.594
"Izquierda",0.045,0.043,0.047,0.064,0.052,0.024,0.034,0.055,0.046,0.041,0.044,0.022,0.013,0.045,0.03,0.008,0.026,0.026
