"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.684,0.698,0.673,0.697,0.641,0.726,0.699,0.588,0.645,0.746,0.699,0.707,0.543,0.714,0.666,0.733,0.641,0.726
"Bastante seguro",0.143,0.15,0.137,0.15,0.156,0.103,0.154,0.159,0.164,0.123,0.103,0.161,0.092,0.122,0.115,0.164,0.145,0.152
"Algo seguro",0.113,0.085,0.136,0.095,0.133,0.123,0.088,0.142,0.125,0.093,0.13,0.098,0.288,0.108,0.151,0.078,0.135,0.094
"Para nada seguro",0.06,0.067,0.054,0.058,0.07,0.048,0.059,0.111,0.066,0.038,0.068,0.034,0.077,0.056,0.068,0.025,0.079,0.028
