"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.278,0.256,0.296,0.301,0.362,0.228,0.159,0.355,0.242,0.278,0.696,0.102,0.2,0.769,0.649,0.062,0.223,0.088
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.39,0.35,0.422,0.165,0.318,0.548,0.617,0.259,0.374,0.448,0.103,0.609,0.422,0.102,0.128,0.83,0.529,0.042
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.24,0.305,0.187,0.449,0.221,0.144,0.123,0.24,0.288,0.204,0.12,0.234,0.242,0.086,0.106,0.078,0.128,0.817
"Los candidatos a presidente y vicepresidente de la izquierda",0.04,0.038,0.042,0.052,0.044,0.037,0.023,0.056,0.036,0.038,0.038,0.012,0.02,0.02,0.046,0.016,0.016,0.008
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.037,0.039,0.036,0.033,0.041,0.027,0.047,0.063,0.039,0.027,0.027,0.032,0.116,0.016,0.058,0.007,0.083,0.037
"En blanco",0.015,0.012,0.017,0,0.014,0.016,0.031,0.027,0.021,0.005,0.016,0.011,0,0.007,0.013,0.007,0.021,0.008
