"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Tiene Decidido que va a ir a votar",0.906,0.912,0.902,0.903,0.902,0.95,0.874,0.824,0.874,0.959,0.9,0.912,0.909,0.901,0.89,0.94,0.916,0.895
"Tiene dudas sobre si va a ir a  votar",0.07,0.056,0.081,0.074,0.073,0.035,0.095,0.12,0.097,0.032,0.079,0.063,0.065,0.068,0.058,0.044,0.073,0.091
"Tiene Decidido que no va a ir a votar",0.024,0.032,0.017,0.023,0.025,0.015,0.031,0.056,0.029,0.009,0.021,0.025,0.026,0.031,0.052,0.016,0.011,0.014
