"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.335,0.309,0.358,0.344,0.42,0.266,0.258,0.435,0.298,0.327,0.761,0.162,0.246,0.834,0.736,0.116,0.21,0.112
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.476,0.47,0.48,0.312,0.393,0.61,0.644,0.334,0.512,0.501,0.11,0.692,0.553,0.107,0.161,0.85,0.63,0.31
"En blanco",0.098,0.14,0.064,0.189,0.106,0.051,0.038,0.091,0.11,0.091,0.037,0.084,0.098,0.024,0.061,0.013,0.061,0.389
"No sabe",0.091,0.081,0.098,0.155,0.081,0.073,0.06,0.14,0.08,0.081,0.092,0.062,0.103,0.035,0.042,0.021,0.099,0.189
